CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
IBk;0.998;0.790;0.877;0.018;50;0.998;0.790;0.877;0.018;50
PART;0.794;0.778;0.777;0.018;50;0.883;0.865;0.864;0.020;45
NaiveBayesUpdateable;0.358;0.134;0.163;0.018;50;0.994;0.372;0.451;0.032;18
JRip;0.676;0.791;0.717;0.018;50;0.769;0.899;0.814;0.020;44


VALIDITY RATIO;(F)
min;0.000977
avg;0.018262
max;0.058594

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.7000000000000001];0.707;0.623;0.633;0.018;200;0.900;0.794;0.807;0.021;157

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
UPL;0.735;0.581;0.624;0.009;20;0.919;0.726;0.780;0.009;16
SmartHome_vConejero_r1;0.338;0.425;0.353;0.001;20;0.750;0.944;0.785;0.001;9
Test;0.354;0.279;0.308;0.003;20;0.708;0.557;0.616;0.003;10
ordem;0.856;0.679;0.705;0.027;20;0.951;0.754;0.783;0.027;18
VOD feature model;1.000;0.781;0.841;0.016;20;1.000;0.781;0.841;0.016;20
Asghar;0.631;0.584;0.594;0.016;20;0.841;0.779;0.792;0.016;15
MyFeatureModel;0.645;0.611;0.621;0.017;20;0.861;0.815;0.829;0.017;15
desordem;0.885;0.679;0.693;0.027;20;0.932;0.715;0.730;0.027;19
E-portal;0.642;0.656;0.625;0.008;20;0.856;0.875;0.834;0.008;15
ETRobocon;0.982;0.957;0.967;0.059;20;0.982;0.957;0.967;0.059;20
