CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.483;0.451;0.461;0.016;230;0.881;0.823;0.841;0.026;126
SVM_Poly[3,2.0,0.5];0.868;0.872;0.864;0.016;230;0.887;0.892;0.883;0.016;225
REPTree;0.467;0.435;0.442;0.016;230;0.820;0.764;0.776;0.026;131
RandomForest;0.978;0.757;0.837;0.016;230;0.987;0.764;0.845;0.016;228
RandomCommittee;0.875;0.778;0.811;0.016;230;0.898;0.799;0.832;0.016;224
MultilayerPerceptron[a];0.875;0.832;0.846;0.016;230;0.941;0.895;0.909;0.017;214
J48;0.423;0.414;0.416;0.016;230;0.935;0.915;0.920;0.031;104


VALIDITY RATIO;(F)
min;0.000244
avg;0.016039
max;0.096924

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.6000000000000001];0.710;0.649;0.668;0.016;1610;0.913;0.834;0.859;0.020;1252

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Doorlopende reisverzekering;1.000;1.000;1.000;0.016;35;1.000;1.000;1.000;0.016;35
This is a test;0.923;0.908;0.914;0.032;35;0.923;0.908;0.914;0.032;35
eLearning ways;0.990;0.989;0.989;0.097;35;0.990;0.989;0.989;0.097;35
CCCMS;0.997;1.000;0.998;0.059;35;0.997;1.000;0.998;0.059;35
WB2;0.953;0.899;0.924;0.049;35;0.953;0.899;0.924;0.049;35
Online Shop Feature Model;0.630;0.539;0.572;0.010;35;0.881;0.754;0.800;0.010;25
MyDental;0.944;0.962;0.951;0.010;35;0.944;0.962;0.951;0.010;35
Dummy Car;0.476;0.400;0.425;0.002;35;0.833;0.700;0.744;0.002;20
Final model;0.499;0.413;0.433;0.003;35;0.793;0.657;0.689;0.003;22
FM with optional XOR;0.805;0.660;0.717;0.005;35;0.909;0.745;0.810;0.005;31
Adams Car;0.552;0.489;0.510;0.007;35;0.921;0.815;0.851;0.007;21
Reservation;0.432;0.356;0.375;0.002;35;0.756;0.622;0.655;0.002;20
tab;0.604;0.489;0.530;0.004;35;0.881;0.714;0.773;0.004;24
Congress Assistant;0.796;0.755;0.768;0.012;35;0.899;0.853;0.867;0.012;31
mon model;0.570;0.452;0.494;0.006;35;0.950;0.754;0.823;0.006;21
ABMS;0.993;0.982;0.987;0.060;35;0.993;0.982;0.987;0.060;35
Text Editor;0.505;0.431;0.452;0.003;35;0.769;0.656;0.688;0.003;23
IntelligentTutoringSystem;0.997;0.968;0.981;0.021;35;0.997;0.968;0.981;0.021;35
ID;0.214;0.229;0.219;0.000;35;0.938;1.000;0.958;0.000;8
Ooredoo;0.464;0.375;0.406;0.004;35;0.812;0.656;0.710;0.004;20
Multiplicador de n matrices;0.506;0.422;0.449;0.004;35;0.843;0.704;0.748;0.004;21
Telecommunication_System;0.511;0.398;0.433;0.004;35;0.851;0.664;0.722;0.004;21
a;0.848;0.724;0.770;0.010;35;0.928;0.792;0.842;0.010;32
Content model;0.928;0.919;0.922;0.022;35;0.928;0.919;0.922;0.022;35
test_fm;0.723;0.654;0.672;0.002;35;0.973;0.880;0.905;0.002;26
search engine;0.816;0.754;0.778;0.008;35;0.892;0.825;0.851;0.008;32
Attempt of mine;0.967;0.986;0.976;0.032;35;0.967;0.986;0.976;0.032;35
Movil;0.651;0.550;0.590;0.007;35;0.877;0.740;0.795;0.007;26
rotation;0.448;0.400;0.400;0.001;35;0.825;0.737;0.736;0.001;19
Address Book;0.996;0.984;0.989;0.018;35;0.996;0.984;0.989;0.018;35
aaaaaa;1.000;0.995;0.997;0.008;35;1.000;0.995;0.997;0.008;35
Topology;0.475;0.384;0.415;0.004;35;0.791;0.640;0.691;0.004;21
FeatureModelName;0.564;0.479;0.501;0.002;35;0.897;0.761;0.797;0.002;22
Sisgeo;0.999;0.997;0.998;0.063;35;0.999;0.997;0.998;0.063;35
gs;0.873;0.741;0.792;0.041;35;0.898;0.763;0.815;0.041;34
HDMR-Paper;0.414;0.380;0.386;0.002;35;0.725;0.664;0.675;0.002;20
TW SPL Hard Choices;0.569;0.421;0.467;0.001;35;0.948;0.702;0.778;0.001;21
Jogo;0.312;0.300;0.291;0.000;35;0.910;0.875;0.850;0.000;12
Sylvain Example;0.489;0.384;0.412;0.003;35;0.777;0.612;0.655;0.003;22
Content;0.849;0.803;0.821;0.017;70;0.915;0.865;0.884;0.017;65
M-learning Requirements Catalog;0.992;0.973;0.982;0.034;35;0.992;0.973;0.982;0.034;35
Pruebas;0.451;0.282;0.323;0.002;35;0.790;0.493;0.564;0.002;20
JCS;0.917;0.839;0.870;0.023;35;0.917;0.839;0.870;0.023;35
E-commerce system1;0.407;0.295;0.327;0.001;35;0.891;0.646;0.715;0.001;16
Eshop-ufrj;0.756;0.674;0.704;0.012;35;0.854;0.761;0.794;0.012;31
