CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.426;0.391;0.399;0.009;290;0.869;0.799;0.814;0.015;142
SVM_Poly[3,2.0,0.5];0.920;0.923;0.916;0.009;290;0.939;0.943;0.935;0.009;284
REPTree;0.463;0.398;0.414;0.009;290;0.804;0.691;0.718;0.014;167
RandomForest;0.992;0.812;0.883;0.009;290;0.995;0.815;0.886;0.009;289
RandomCommittee;0.916;0.837;0.869;0.009;290;0.936;0.855;0.887;0.009;284
MultilayerPerceptron[a];0.900;0.825;0.853;0.009;290;0.974;0.893;0.923;0.009;268
J48;0.394;0.373;0.379;0.009;290;0.929;0.878;0.894;0.017;123


VALIDITY RATIO;(F)
min;0.000122
avg;0.008654
max;0.076172

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.7000000000000001];0.716;0.651;0.673;0.009;2030;0.933;0.849;0.878;0.011;1557

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
teste;0.545;0.483;0.509;0.001;35;0.953;0.846;0.891;0.001;20
Visit Indonesia Apps;0.858;0.799;0.809;0.010;35;0.883;0.822;0.833;0.010;34
Smart Queue;0.714;0.664;0.679;0.000;35;1.000;0.930;0.951;0.000;25
Cell-Phone-SPL-2014-Part2;0.684;0.550;0.591;0.004;35;0.957;0.769;0.827;0.004;25
MobilePhone;0.560;0.443;0.489;0.002;35;0.890;0.705;0.777;0.002;22
MoviesApp PL;0.549;0.455;0.491;0.003;35;0.961;0.796;0.860;0.003;20
Alarm System;0.596;0.508;0.543;0.005;35;0.907;0.773;0.826;0.005;23
Video On Demand SPL FM;0.518;0.441;0.469;0.002;35;0.863;0.735;0.781;0.002;21
depresija;0.996;0.997;0.996;0.016;35;0.996;0.997;0.996;0.016;35
Windows .NET;0.941;0.930;0.935;0.002;35;0.998;0.987;0.992;0.002;33
Veículo;0.865;0.732;0.782;0.010;35;0.946;0.800;0.855;0.010;32
CFDP Library;0.998;0.989;0.993;0.058;70;0.998;0.989;0.993;0.058;70
Cell-Phone-SPL-2014-Mined;0.602;0.513;0.545;0.004;35;0.878;0.749;0.795;0.004;24
PortafolioLopez;0.902;0.906;0.897;0.010;35;0.902;0.906;0.897;0.010;35
