CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
SVM_RBF[5.0];0.980;0.687;0.803;0.022;200;1.000;0.701;0.819;0.022;196
SVM_Puk[1.0, 0.1];0.960;0.686;0.796;0.022;200;1.000;0.715;0.829;0.023;192
Logistic;0.573;0.499;0.502;0.022;200;0.666;0.580;0.584;0.024;172


VALIDITY RATIO;(F)
min;0.000122
avg;0.021625
max;0.131836

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.7000000000000001];0.838;0.624;0.700;0.022;600;0.897;0.669;0.750;0.023;560

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Doorlopende reisverzekering;1.000;0.790;0.875;0.016;15;1.000;0.790;0.875;0.016;15
CCCMS;1.000;0.801;0.883;0.059;15;1.000;0.801;0.883;0.059;15
WB2;0.886;0.567;0.686;0.049;15;0.886;0.567;0.686;0.049;15
VOD feature model;1.000;0.781;0.866;0.016;15;1.000;0.781;0.866;0.016;15
Phone sple;0.924;0.509;0.617;0.026;15;0.990;0.545;0.661;0.026;14
FM1;0.300;0.400;0.320;0.000;15;0.750;1.000;0.800;0.000;6
Dummy Car;0.747;0.474;0.570;0.002;15;0.800;0.508;0.611;0.002;14
Asghar;0.893;0.658;0.752;0.016;15;0.893;0.658;0.752;0.016;15
Adams Car;0.667;0.498;0.566;0.007;15;0.909;0.679;0.772;0.007;11
UPL;0.935;0.693;0.792;0.009;15;0.935;0.693;0.792;0.009;15
SmartHome_vConejero_r1;0.893;0.800;0.794;0.001;15;0.893;0.800;0.794;0.001;15
Test;0.700;0.505;0.584;0.003;15;0.955;0.688;0.796;0.003;11
Phone;0.943;0.736;0.818;0.045;15;0.943;0.736;0.818;0.045;15
mon model;0.667;0.464;0.546;0.006;15;1.000;0.696;0.819;0.006;10
Veículo;0.667;0.460;0.544;0.010;15;0.667;0.460;0.544;0.010;15
CFDP Library;0.921;0.659;0.767;0.058;30;0.921;0.659;0.767;0.058;30
ordem;0.952;0.521;0.646;0.027;15;0.952;0.521;0.646;0.027;15
Text Editor;0.865;0.594;0.695;0.003;15;0.865;0.594;0.695;0.003;15
IntelligentTutoringSystem;0.937;0.732;0.819;0.021;15;0.937;0.732;0.819;0.021;15
KIModel;0.854;0.644;0.730;0.001;15;0.854;0.644;0.730;0.001;15
ETRobocon;1.000;0.802;0.883;0.059;15;1.000;0.802;0.883;0.059;15
Parking lot Manager;0.756;0.488;0.568;0.002;15;0.944;0.609;0.710;0.002;12
test_fm;1.000;0.775;0.854;0.002;15;1.000;0.775;0.854;0.002;15
AvionFEatures;0.905;0.611;0.724;0.012;15;0.905;0.611;0.724;0.012;15
CIMS PL;0.417;0.533;0.449;0.001;15;0.781;1.000;0.842;0.001;8
G10-music player;0.995;0.818;0.891;0.008;15;0.995;0.818;0.891;0.008;15
Tata Cars;0.689;0.472;0.557;0.003;15;0.689;0.472;0.557;0.003;15
VODPlayer;0.880;0.668;0.750;0.047;15;0.880;0.668;0.750;0.047;15
desordem;0.942;0.527;0.652;0.027;15;0.942;0.527;0.652;0.027;15
E-portal;0.915;0.750;0.816;0.008;15;0.915;0.750;0.816;0.008;15
carpl;0.811;0.800;0.764;0.002;15;0.869;0.857;0.819;0.002;14
RE;1.000;0.799;0.881;0.012;15;1.000;0.799;0.881;0.012;15
Ökonomische Merkmale;0.944;0.767;0.836;0.023;15;0.944;0.767;0.836;0.023;15
MyFM;0.715;0.435;0.537;0.019;15;0.715;0.435;0.537;0.019;15
Aircraft PL;0.797;0.545;0.646;0.038;15;0.797;0.545;0.646;0.038;15
Eshop-ufrj;0.777;0.524;0.621;0.012;15;0.777;0.524;0.621;0.012;15
MyFeatureModel;0.667;0.463;0.544;0.017;15;0.909;0.631;0.742;0.017;11
Mobile Game;0.942;0.764;0.837;0.132;15;0.942;0.764;0.837;0.132;15
SAL;0.683;0.478;0.559;0.012;15;0.732;0.512;0.599;0.012;14
