CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.212;0.173;0.178;0.021;285;0.657;0.536;0.552;0.043;92
SVM_Poly[3,2.0,0.5];0.383;0.349;0.342;0.021;285;0.503;0.458;0.450;0.025;217
REPTree;0.113;0.133;0.119;0.021;285;0.659;0.775;0.691;0.066;49
RandomForest;0.647;0.218;0.283;0.021;285;0.838;0.283;0.367;0.025;220
RandomCommittee;0.412;0.333;0.346;0.021;285;0.519;0.420;0.436;0.025;226
MultilayerPerceptron[a];0.312;0.382;0.323;0.021;285;0.397;0.486;0.410;0.025;224
J48;0.080;0.084;0.081;0.021;285;0.911;0.962;0.929;0.101;25


VALIDITY RATIO;(F)
min;0.000488
avg;0.020534
max;0.250000

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.1];0.308;0.239;0.239;0.021;1995;0.584;0.453;0.453;0.030;1053

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Loja Virtual;0.586;0.494;0.503;0.027;35;0.760;0.641;0.652;0.027;27
Matrix chain multiplication;0.111;0.069;0.070;0.007;35;0.244;0.150;0.153;0.007;16
SmartHome- Simplified Sample;0.232;0.120;0.131;0.005;35;0.624;0.323;0.354;0.005;13
E-shop;0.330;0.232;0.240;0.014;35;0.578;0.405;0.420;0.014;20
UPL;0.244;0.154;0.163;0.009;35;0.474;0.299;0.316;0.009;18
SmartHome_vConejero_r1;0.022;0.057;0.028;0.001;35;0.261;0.667;0.325;0.001;3
Weather Station;0.314;0.192;0.210;0.021;35;0.478;0.292;0.320;0.021;23
27-5-207 test;0.373;0.227;0.242;0.021;35;0.593;0.362;0.385;0.021;22
Test;0.052;0.065;0.050;0.003;35;0.201;0.254;0.193;0.003;9
Xor Example;0.259;0.121;0.138;0.020;35;0.453;0.211;0.242;0.020;20
Implementacion;0.095;0.053;0.051;0.003;35;0.332;0.186;0.179;0.003;10
Xor Example 2;0.506;0.393;0.422;0.035;35;0.656;0.509;0.547;0.035;27
ordem;0.333;0.216;0.231;0.027;35;0.486;0.315;0.336;0.027;24
Observatorio;0.108;0.096;0.085;0.004;35;0.315;0.281;0.247;0.004;12
XOR NEW;0.544;0.399;0.431;0.043;35;0.680;0.499;0.539;0.043;28
SimpleModel;0.187;0.105;0.117;0.012;35;0.344;0.193;0.216;0.012;19
Ubuntu;0.156;0.110;0.080;0.006;35;0.340;0.240;0.176;0.006;16
mo;0.600;0.532;0.539;0.029;35;0.749;0.665;0.674;0.029;28
JDFM;0.201;0.131;0.118;0.010;35;0.352;0.230;0.206;0.010;20
NovoSiga;0.211;0.179;0.156;0.010;35;0.409;0.347;0.304;0.010;18
ubuntu;0.276;0.151;0.159;0.009;35;0.460;0.251;0.265;0.009;21
testing;0.996;0.997;0.997;0.125;35;0.996;0.997;0.997;0.125;35
Rotation1;0.151;0.143;0.106;0.005;35;0.480;0.455;0.336;0.005;11
Imolementacion II;0.043;0.057;0.036;0.001;35;0.302;0.400;0.255;0.001;5
Cellphone;0.170;0.120;0.109;0.007;35;0.398;0.281;0.255;0.007;15
Mobile Media v3;0.043;0.100;0.043;0.001;35;0.379;0.875;0.380;0.001;4
Jogo;0.169;0.136;0.116;0.002;35;0.591;0.475;0.405;0.002;10
desordem;0.362;0.220;0.232;0.027;35;0.551;0.335;0.353;0.027;23
Basic Car;0.302;0.218;0.202;0.008;35;0.556;0.401;0.371;0.008;19
1;0.308;0.167;0.183;0.007;35;0.675;0.366;0.399;0.007;16
Sylvain Example;0.118;0.100;0.076;0.005;35;0.414;0.350;0.268;0.005;10
Car;0.226;0.126;0.129;0.006;35;0.528;0.294;0.301;0.006;15
HandlingSystem;0.006;0.029;0.010;0.000;35;0.200;1.000;0.333;0.000;1
Assistente de Compras;0.303;0.164;0.170;0.012;35;0.558;0.303;0.313;0.012;19
MyFeatureModel;0.292;0.179;0.190;0.017;35;0.465;0.284;0.302;0.017;22
ROOT;0.858;0.800;0.791;0.047;35;0.883;0.823;0.815;0.047;34
SPL_e_commerce;0.370;0.279;0.280;0.027;35;0.562;0.424;0.426;0.027;23
Website;0.866;0.794;0.816;0.031;35;0.978;0.897;0.921;0.031;31
VOD feature model;0.530;0.371;0.398;0.016;35;0.773;0.540;0.580;0.016;24
Mauricio Alférez;0.246;0.174;0.163;0.005;35;0.615;0.436;0.408;0.005;14
Asghar;0.339;0.265;0.263;0.016;35;0.494;0.387;0.383;0.016;24
Analisis;0.130;0.062;0.068;0.003;35;0.457;0.217;0.240;0.003;10
Autosoft;0.474;0.400;0.418;0.055;35;0.663;0.560;0.585;0.055;25
PC model;0.177;0.127;0.136;0.009;35;0.413;0.296;0.317;0.009;15
ESCA Embeeded System;0.092;0.071;0.065;0.005;35;0.214;0.167;0.152;0.005;15
Match de foot;0.350;0.232;0.240;0.008;35;0.612;0.406;0.420;0.008;20
CarExample;0.058;0.076;0.050;0.001;35;0.288;0.381;0.251;0.001;7
ETRobocon;0.930;0.888;0.900;0.059;35;0.958;0.914;0.927;0.059;34
asdsfa ewtwwe;0.170;0.117;0.110;0.006;35;0.350;0.240;0.227;0.006;17
ZMUConcernExample;0.208;0.196;0.182;0.004;35;0.455;0.430;0.398;0.004;16
collapse_view_example;0.268;0.113;0.140;0.015;35;0.469;0.198;0.245;0.015;20
E-portal;0.227;0.143;0.147;0.008;35;0.496;0.313;0.321;0.008;16
Modelo de Característica para Entidades Urbanas;1.000;1.000;1.000;0.250;35;1.000;1.000;1.000;0.250;35
r;0.352;0.187;0.220;0.041;35;0.514;0.272;0.321;0.041;24
poker spl;0.227;0.195;0.177;0.010;35;0.418;0.358;0.327;0.010;19
erewr;0.344;0.173;0.188;0.012;35;0.573;0.288;0.314;0.012;21
Webshop_SPLE2014_Chalmers;0.134;0.107;0.103;0.004;35;0.467;0.375;0.359;0.004;10
