CLASSIFIER;SAMPLING;MODEL;TP;FP;FN;TN;PRECISION;RECALL;F-SCORE
SVM_Poly[3,2.0,0.5];Random[0.7000000000000001];Aircraft PL;315;0;0;7877;1.000;1.000;1.000
SVM_Poly[3,2.0,0.5];Random[0.7000000000000001];Aircraft PL;315;0;0;7877;1.000;1.000;1.000
SVM_Poly[3,2.0,0.5];Random[0.7000000000000001];Aircraft PL;315;0;0;7877;1.000;1.000;1.000
SVM_Poly[3,2.0,0.5];Random[0.7000000000000001];Aircraft PL;315;0;0;7877;1.000;1.000;1.000
SVM_Poly[3,2.0,0.5];Random[0.7000000000000001];Aircraft PL;315;0;0;7877;1.000;1.000;1.000
RandomForest;Random[0.7000000000000001];Aircraft PL;305;5;10;7872;0.984;0.968;0.976
RandomForest;Random[0.7000000000000001];Aircraft PL;308;3;7;7874;0.990;0.978;0.984
RandomForest;Random[0.7000000000000001];Aircraft PL;309;1;6;7876;0.997;0.981;0.989
RandomForest;Random[0.7000000000000001];Aircraft PL;314;2;1;7875;0.994;0.997;0.995
RandomForest;Random[0.7000000000000001];Aircraft PL;313;2;2;7875;0.994;0.994;0.994
RandomCommittee;Random[0.7000000000000001];Aircraft PL;310;6;5;7871;0.981;0.984;0.983
RandomCommittee;Random[0.7000000000000001];Aircraft PL;311;5;4;7872;0.984;0.987;0.986
RandomCommittee;Random[0.7000000000000001];Aircraft PL;304;5;11;7872;0.984;0.965;0.974
RandomCommittee;Random[0.7000000000000001];Aircraft PL;313;8;2;7869;0.975;0.994;0.984
RandomCommittee;Random[0.7000000000000001];Aircraft PL;310;4;5;7873;0.987;0.984;0.986
REPTree;Random[0.7000000000000001];Aircraft PL;245;31;70;7846;0.888;0.778;0.829
REPTree;Random[0.7000000000000001];Aircraft PL;279;17;36;7860;0.943;0.886;0.913
REPTree;Random[0.7000000000000001];Aircraft PL;283;21;32;7856;0.931;0.898;0.914
REPTree;Random[0.7000000000000001];Aircraft PL;232;36;83;7841;0.866;0.737;0.796
REPTree;Random[0.7000000000000001];Aircraft PL;230;74;85;7803;0.757;0.730;0.743
LogisticModelTree;Random[0.7000000000000001];Aircraft PL;265;50;50;7827;0.841;0.841;0.841
LogisticModelTree;Random[0.7000000000000001];Aircraft PL;271;97;44;7780;0.736;0.860;0.794
LogisticModelTree;Random[0.7000000000000001];Aircraft PL;261;75;54;7802;0.777;0.829;0.802
LogisticModelTree;Random[0.7000000000000001];Aircraft PL;249;71;66;7806;0.778;0.790;0.784
LogisticModelTree;Random[0.7000000000000001];Aircraft PL;153;23;162;7854;0.869;0.486;0.623
MultilayerPerceptron[a];Random[0.7000000000000001];Aircraft PL;315;0;0;7877;1.000;1.000;1.000
MultilayerPerceptron[a];Random[0.7000000000000001];Aircraft PL;315;0;0;7877;1.000;1.000;1.000
MultilayerPerceptron[a];Random[0.7000000000000001];Aircraft PL;315;0;0;7877;1.000;1.000;1.000
MultilayerPerceptron[a];Random[0.7000000000000001];Aircraft PL;315;0;0;7877;1.000;1.000;1.000
MultilayerPerceptron[a];Random[0.7000000000000001];Aircraft PL;315;0;0;7877;1.000;1.000;1.000
J48;Random[0.7000000000000001];Aircraft PL;292;60;23;7817;0.830;0.927;0.876
J48;Random[0.7000000000000001];Aircraft PL;301;35;14;7842;0.896;0.956;0.925
J48;Random[0.7000000000000001];Aircraft PL;315;21;0;7856;0.938;1.000;0.968
J48;Random[0.7000000000000001];Aircraft PL;301;19;14;7858;0.941;0.956;0.948
J48;Random[0.7000000000000001];Aircraft PL;315;45;0;7832;0.875;1.000;0.933
SVM_Poly[3,2.0,0.5];Random[0.7000000000000001];CFDP Library;319;0;0;7873;1.000;1.000;1.000
SVM_Poly[3,2.0,0.5];Random[0.7000000000000001];CFDP Library;318;0;1;7873;1.000;0.997;0.998
SVM_Poly[3,2.0,0.5];Random[0.7000000000000001];CFDP Library;317;0;2;7873;1.000;0.994;0.997
SVM_Poly[3,2.0,0.5];Random[0.7000000000000001];CFDP Library;318;0;1;7873;1.000;0.997;0.998
SVM_Poly[3,2.0,0.5];Random[0.7000000000000001];CFDP Library;319;1;0;7872;0.997;1.000;0.998
RandomForest;Random[0.7000000000000001];CFDP Library;310;0;9;7873;1.000;0.972;0.986
RandomForest;Random[0.7000000000000001];CFDP Library;312;0;7;7873;1.000;0.978;0.989
RandomForest;Random[0.7000000000000001];CFDP Library;306;0;13;7873;1.000;0.959;0.979
RandomForest;Random[0.7000000000000001];CFDP Library;313;0;6;7873;1.000;0.981;0.991
RandomForest;Random[0.7000000000000001];CFDP Library;312;0;7;7873;1.000;0.978;0.989
RandomCommittee;Random[0.7000000000000001];CFDP Library;318;0;1;7873;1.000;0.997;0.998
