CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
RandomCommittee;0.745;0.753;0.731;0.009;58;0.865;0.874;0.848;0.009;50


VALIDITY RATIO;(F)
min;0.000122
avg;0.008654
max;0.076172

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.745;0.753;0.731;0.009;58;0.865;0.874;0.848;0.009;50

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
teste;0.000;0.000;0.000;0.001;1;0.000;0.000;0.000;0.000;0
Visit Indonesia Apps;0.500;1.000;0.667;0.010;1;0.500;1.000;0.667;0.010;1
Smart Queue;1.000;1.000;1.000;0.000;1;1.000;1.000;1.000;0.000;1
Cell-Phone-SPL-2014-Part2;0.556;0.333;0.417;0.004;1;0.556;0.333;0.417;0.004;1
MobilePhone;1.000;1.000;1.000;0.002;1;1.000;1.000;1.000;0.002;1
MoviesApp PL;0.000;0.000;0.000;0.003;1;0.000;0.000;0.000;0.000;0
Alarm System;0.500;0.286;0.364;0.005;1;0.500;0.286;0.364;0.005;1
Video On Demand SPL FM;1.000;1.000;1.000;0.002;1;1.000;1.000;1.000;0.002;1
depresija;1.000;1.000;1.000;0.016;1;1.000;1.000;1.000;0.016;1
Windows .NET;1.000;1.000;1.000;0.002;1;1.000;1.000;1.000;0.002;1
Veículo;0.000;0.000;0.000;0.010;1;0.000;0.000;0.000;0.000;0
CFDP Library;1.000;1.000;1.000;0.058;2;1.000;1.000;1.000;0.058;2
Cell-Phone-SPL-2014-Mined;0.619;0.419;0.500;0.004;1;0.619;0.419;0.500;0.004;1
PortafolioLopez;0.750;1.000;0.857;0.010;1;0.750;1.000;0.857;0.010;1
KIModel;1.000;1.000;1.000;0.001;1;1.000;1.000;1.000;0.001;1
Homepage based on wiki;1.000;1.000;1.000;0.003;1;1.000;1.000;1.000;0.003;1
FMConfig;0.947;0.659;0.777;0.016;1;0.947;0.659;0.777;0.016;1
Ligne de produits de Eshop;0.900;0.900;0.900;0.002;1;0.900;0.900;0.900;0.002;1
smartPhone;1.000;1.000;1.000;0.011;1;1.000;1.000;1.000;0.011;1
Online shopping software;0.500;1.000;0.667;0.000;1;0.500;1.000;0.667;0.000;1
i18n;0.000;0.000;0.000;0.002;1;0.000;0.000;0.000;0.000;0
SPL Studies;1.000;0.333;0.500;0.005;1;1.000;0.333;0.500;0.005;1
RE;1.000;1.000;1.000;0.012;1;1.000;1.000;1.000;0.012;1
Magister 2014-ROLOG;0.750;1.000;0.857;0.012;1;0.750;1.000;0.857;0.012;1
Car;0.500;1.000;0.667;0.005;1;0.500;1.000;0.667;0.005;1
Content;1.000;1.000;1.000;0.028;1;1.000;1.000;1.000;0.028;1
Video On Demand FM;1.000;1.000;1.000;0.002;1;1.000;1.000;1.000;0.002;1
Aircraft PL;0.750;1.000;0.857;0.038;1;0.750;1.000;0.857;0.038;1
MarketPlace-Sample;1.000;1.000;1.000;0.000;1;1.000;1.000;1.000;0.000;1
Mobile Media;0.714;0.417;0.526;0.003;1;0.714;0.417;0.526;0.003;1
search-engine;0.716;0.753;0.709;0.011;2;0.716;0.753;0.709;0.011;2
FM1;1.000;1.000;1.000;0.000;1;1.000;1.000;1.000;0.000;1
Stamppy;1.000;1.000;1.000;0.003;1;1.000;1.000;1.000;0.003;1
Analisis;1.000;0.250;0.400;0.001;1;1.000;0.250;0.400;0.001;1
Phone;1.000;1.000;1.000;0.009;1;1.000;1.000;1.000;0.009;1
cell phones SPL;1.000;1.000;1.000;0.002;1;1.000;1.000;1.000;0.002;1
NCV_Simulation;0.500;1.000;0.667;0.002;1;0.500;1.000;0.667;0.002;1
MiniRPG;1.000;1.000;1.000;0.002;1;1.000;1.000;1.000;0.002;1
Home;0.810;1.000;0.895;0.015;1;0.810;1.000;0.895;0.015;1
MyHolidays;0.000;0.000;0.000;0.014;1;0.000;0.000;0.000;0.000;0
Cell-Phone-SPL-2014;1.000;1.000;1.000;0.002;1;1.000;1.000;1.000;0.002;1
HADAS-security;0.900;1.000;0.947;0.001;1;0.900;1.000;0.947;0.001;1
Parking lot Manager;0.500;0.250;0.333;0.002;1;0.500;0.250;0.333;0.002;1
Tripeo;1.000;1.000;1.000;0.001;1;1.000;1.000;1.000;0.001;1
Wewq;1.000;1.000;1.000;0.000;1;1.000;1.000;1.000;0.000;1
