CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.448;0.387;0.400;0.021;385;0.817;0.705;0.729;0.031;211
SVM_Poly[3,2.0,0.5];0.842;0.833;0.826;0.021;385;0.859;0.851;0.843;0.022;377
REPTree;0.361;0.343;0.342;0.021;385;0.767;0.730;0.728;0.033;181
RandomForest;0.948;0.726;0.806;0.021;385;0.961;0.736;0.817;0.022;380
RandomCommittee;0.833;0.771;0.787;0.021;385;0.853;0.790;0.806;0.022;376
MultilayerPerceptron[a];0.871;0.828;0.834;0.021;385;0.887;0.844;0.850;0.022;378
J48;0.292;0.282;0.284;0.021;385;0.929;0.897;0.903;0.043;121


VALIDITY RATIO;(F)
min;0.000977
avg;0.021446
max;0.156250

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.6000000000000001];0.656;0.596;0.611;0.021;2695;0.874;0.793;0.814;0.025;2024

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
sasgd;0.951;0.856;0.896;0.020;35;0.979;0.881;0.923;0.020;34
Mobile phone;0.465;0.386;0.404;0.010;35;0.741;0.614;0.643;0.010;22
hhhhhhh;0.496;0.457;0.463;0.004;35;0.868;0.800;0.811;0.004;20
Bicis_Feature_Model;0.404;0.314;0.326;0.006;35;0.708;0.550;0.570;0.006;20
Maquina de Cae;0.795;0.732;0.747;0.035;35;0.898;0.826;0.844;0.035;31
Phone sple;0.854;0.746;0.789;0.026;35;0.906;0.791;0.837;0.026;33
test gv;1.000;0.999;1.000;0.031;35;1.000;0.999;1.000;0.031;35
Manuel;0.596;0.441;0.487;0.009;35;0.869;0.644;0.710;0.009;24
E-Shop, magister2014;0.578;0.527;0.539;0.018;35;0.880;0.802;0.821;0.018;23
Mobile phone (lenita);0.511;0.418;0.449;0.014;35;0.778;0.637;0.684;0.014;23
Hello World;0.813;0.753;0.774;0.034;35;0.863;0.798;0.821;0.034;33
test 3;0.750;0.619;0.667;0.031;35;0.875;0.722;0.778;0.031;30
LXEP;0.364;0.343;0.318;0.002;35;0.749;0.706;0.656;0.002;17
Test;0.520;0.455;0.478;0.016;35;0.828;0.724;0.760;0.016;22
TEST_NAme;0.917;0.896;0.904;0.035;35;0.944;0.922;0.930;0.035;34
eshop;0.579;0.438;0.483;0.009;35;0.880;0.667;0.736;0.009;23
AA;0.641;0.545;0.576;0.016;35;0.897;0.763;0.806;0.016;25
E-SHOP;0.472;0.439;0.448;0.008;35;0.787;0.732;0.746;0.008;21
Prontuário Eletrônico de Pacientes;0.701;0.677;0.677;0.010;35;0.908;0.878;0.877;0.010;27
Bandymas;0.864;0.887;0.863;0.018;35;0.889;0.913;0.888;0.018;34
Example Product Line Course Using SPLOT;0.509;0.420;0.446;0.014;35;0.810;0.669;0.709;0.014;22
AvionFEatures;0.606;0.581;0.586;0.012;35;0.785;0.753;0.759;0.012;27
Disenio;0.442;0.307;0.335;0.004;35;0.774;0.538;0.586;0.004;20
CIMS PL;0.338;0.400;0.357;0.001;35;0.845;1.000;0.893;0.001;14
VODPlayer;0.899;0.902;0.892;0.047;35;0.899;0.902;0.892;0.047;35
isolation;0.381;0.352;0.334;0.003;35;0.741;0.685;0.649;0.003;18
drupal sawsen;0.786;0.746;0.760;0.008;35;0.982;0.933;0.950;0.008;28
Example Mobile Phone;0.554;0.431;0.476;0.014;35;0.843;0.655;0.724;0.014;23
SPL Studies;0.789;0.719;0.743;0.061;35;0.920;0.839;0.867;0.061;30
Mobile Phone GF;0.579;0.471;0.505;0.014;35;0.844;0.688;0.737;0.014;24
testISA2012;0.501;0.422;0.447;0.014;35;0.797;0.672;0.711;0.014;22
rtrt;0.974;0.944;0.956;0.020;35;0.974;0.944;0.956;0.020;35
Match engine;1.000;1.000;1.000;0.016;35;1.000;1.000;1.000;0.016;35
MK Andes;0.645;0.579;0.579;0.004;35;0.903;0.810;0.811;0.004;25
Cell-Phone-SPL-2014-without;0.774;0.702;0.723;0.047;35;0.874;0.793;0.817;0.047;31
Car;0.784;0.725;0.746;0.023;35;0.885;0.819;0.842;0.023;31
Computer Selection;0.429;0.357;0.370;0.002;35;0.938;0.781;0.810;0.002;16
mobile phone;0.573;0.500;0.529;0.025;35;0.873;0.761;0.805;0.025;23
Modelo;0.402;0.379;0.363;0.004;35;0.703;0.663;0.635;0.004;20
MyFM;0.498;0.474;0.476;0.019;35;0.757;0.721;0.724;0.019;23
Mobile Phone;0.558;0.447;0.482;0.014;70;0.831;0.666;0.718;0.014;47
Mobile Game;0.971;0.993;0.982;0.132;35;0.971;0.993;0.982;0.132;35
SAL;0.483;0.426;0.442;0.012;35;0.735;0.649;0.672;0.012;23
Guad gmocht!;0.852;0.817;0.828;0.020;35;0.904;0.867;0.879;0.020;33
votacao eletronica;0.664;0.600;0.619;0.007;35;0.929;0.840;0.867;0.007;25
UPT_RM_MOBILE;0.481;0.408;0.422;0.014;35;0.802;0.680;0.703;0.014;21
Mobile Phone UPT - 18413;0.503;0.455;0.469;0.014;35;0.766;0.693;0.713;0.014;23
Mobile Tourist Planner;0.876;0.850;0.852;0.027;35;0.876;0.850;0.852;0.027;35
Minimalistic PC Feature Model;0.470;0.421;0.427;0.004;35;0.823;0.738;0.747;0.004;20
anlisis II;0.698;0.610;0.645;0.027;35;0.939;0.821;0.869;0.027;26
Autosoft;0.994;0.976;0.984;0.119;35;0.994;0.976;0.984;0.119;35
MobileMedia;0.894;0.866;0.873;0.028;70;0.934;0.905;0.912;0.028;67
Telefono;0.400;0.351;0.348;0.007;35;0.700;0.614;0.610;0.007;20
Phone;0.958;0.946;0.950;0.045;35;0.958;0.946;0.950;0.045;35
Rotary_Element;0.533;0.440;0.468;0.012;35;0.811;0.670;0.712;0.012;23
celular;0.437;0.366;0.387;0.011;35;0.728;0.610;0.645;0.011;21
Eval_board;0.429;0.314;0.349;0.002;35;0.882;0.647;0.718;0.002;17
AllSports Feature Model;0.847;0.812;0.820;0.023;35;0.872;0.836;0.844;0.023;34
Sample;0.911;0.875;0.889;0.031;35;0.966;0.928;0.943;0.031;33
Feature Tree Example;0.545;0.454;0.479;0.008;35;0.829;0.690;0.728;0.008;23
Dental Surgery;0.371;0.357;0.338;0.002;35;0.813;0.781;0.740;0.002;16
jjjjj;0.640;0.608;0.617;0.018;35;0.829;0.788;0.800;0.018;27
disenio II;0.943;0.911;0.923;0.029;35;0.943;0.911;0.923;0.029;35
Mobile Phone UPT;0.530;0.463;0.482;0.014;35;0.774;0.676;0.703;0.014;24
Test1;0.551;0.475;0.497;0.008;35;0.877;0.756;0.791;0.008;22
carpl;0.486;0.400;0.424;0.002;35;0.944;0.778;0.824;0.002;18
acarlos_trab2_mobile;0.573;0.486;0.516;0.014;35;0.772;0.654;0.695;0.014;26
Nudelsalat;0.539;0.443;0.476;0.012;35;0.821;0.674;0.724;0.012;23
Telefonia Celular;0.819;0.655;0.707;0.035;35;0.843;0.674;0.728;0.035;34
FeatureModel1;1.000;0.986;0.992;0.016;35;1.000;0.986;0.992;0.016;35
Ökonomische Merkmale;0.859;0.807;0.828;0.023;35;0.911;0.856;0.878;0.023;33
Simnumero;0.482;0.364;0.402;0.008;35;0.804;0.607;0.669;0.008;21
abcdefg;0.535;0.419;0.442;0.006;35;0.851;0.667;0.703;0.006;22
Mobile-Phone;0.517;0.418;0.448;0.014;35;0.753;0.610;0.654;0.014;24
WebApp;1.000;1.000;1.000;0.156;35;1.000;1.000;1.000;0.156;35
