CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.468;0.431;0.439;0.016;230;0.890;0.819;0.834;0.027;121
SVM_Poly[3,2.0,0.5];0.825;0.822;0.814;0.016;230;0.839;0.836;0.828;0.016;226
REPTree;0.458;0.419;0.426;0.016;230;0.804;0.736;0.748;0.026;131
RandomForest;0.951;0.684;0.775;0.016;230;0.976;0.702;0.795;0.016;224
RandomCommittee;0.838;0.734;0.769;0.016;230;0.860;0.754;0.790;0.016;224
MultilayerPerceptron[a];0.838;0.794;0.805;0.016;230;0.905;0.858;0.869;0.017;213
J48;0.401;0.389;0.393;0.016;230;0.923;0.895;0.903;0.032;100


VALIDITY RATIO;(F)
min;0.000244
avg;0.016039
max;0.096924

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.5];0.683;0.610;0.631;0.016;1610;0.887;0.793;0.821;0.020;1239

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Doorlopende reisverzekering;1.000;1.000;1.000;0.016;35;1.000;1.000;1.000;0.016;35
This is a test;0.907;0.889;0.895;0.032;35;0.907;0.889;0.895;0.032;35
eLearning ways;0.989;0.980;0.985;0.097;35;0.989;0.980;0.985;0.097;35
CCCMS;0.992;1.000;0.996;0.059;35;0.992;1.000;0.996;0.059;35
WB2;0.923;0.889;0.904;0.049;35;0.923;0.889;0.904;0.049;35
Online Shop Feature Model;0.576;0.439;0.485;0.010;35;0.876;0.669;0.738;0.010;23
MyDental;0.934;0.948;0.936;0.010;35;0.934;0.948;0.936;0.010;35
Dummy Car;0.430;0.340;0.363;0.002;35;0.752;0.594;0.635;0.002;20
Final model;0.440;0.325;0.355;0.003;35;0.733;0.541;0.592;0.003;21
FM with optional XOR;0.733;0.604;0.647;0.005;35;0.885;0.729;0.781;0.005;29
Adams Car;0.563;0.472;0.502;0.007;35;0.857;0.719;0.764;0.007;23
Reservation;0.391;0.298;0.319;0.002;35;0.684;0.522;0.559;0.002;20
tab;0.572;0.479;0.513;0.004;35;0.871;0.728;0.780;0.004;23
Congress Assistant;0.754;0.630;0.672;0.012;35;0.880;0.735;0.784;0.012;30
mon model;0.528;0.417;0.448;0.006;35;0.840;0.663;0.713;0.006;22
ABMS;0.991;0.974;0.983;0.060;35;0.991;0.974;0.983;0.060;35
Text Editor;0.436;0.294;0.338;0.003;35;0.764;0.514;0.591;0.003;20
IntelligentTutoringSystem;0.978;0.941;0.958;0.021;35;0.978;0.941;0.958;0.021;35
ID;0.100;0.114;0.105;0.000;35;0.875;1.000;0.917;0.000;4
Ooredoo;0.396;0.359;0.369;0.004;35;0.693;0.628;0.645;0.004;20
Multiplicador de n matrices;0.452;0.360;0.387;0.004;35;0.754;0.601;0.645;0.004;21
Telecommunication_System;0.466;0.356;0.393;0.004;35;0.742;0.566;0.625;0.004;22
a;0.933;0.747;0.815;0.010;35;0.933;0.747;0.815;0.010;35
Content model;0.915;0.890;0.900;0.022;35;0.915;0.890;0.900;0.022;35
test_fm;0.666;0.586;0.602;0.002;35;0.932;0.820;0.842;0.002;25
search engine;0.626;0.589;0.598;0.008;35;0.843;0.793;0.804;0.008;26
Attempt of mine;0.965;0.973;0.968;0.032;35;0.965;0.973;0.968;0.032;35
Movil;0.634;0.490;0.530;0.007;35;0.853;0.659;0.714;0.007;26
rotation;0.429;0.371;0.380;0.001;35;0.789;0.684;0.700;0.001;19
Address Book;0.993;0.970;0.981;0.018;35;0.993;0.970;0.981;0.018;35
aaaaaa;1.000;0.996;0.998;0.008;35;1.000;0.996;0.998;0.008;35
Topology;0.450;0.377;0.401;0.004;35;0.788;0.659;0.702;0.004;20
FeatureModelName;0.503;0.429;0.438;0.002;35;0.839;0.714;0.731;0.002;21
Sisgeo;0.999;0.997;0.998;0.063;35;0.999;0.997;0.998;0.063;35
gs;0.888;0.715;0.772;0.041;35;0.888;0.715;0.772;0.041;35
HDMR-Paper;0.386;0.302;0.313;0.002;35;0.676;0.529;0.548;0.002;20
TW SPL Hard Choices;0.576;0.443;0.469;0.001;35;0.917;0.705;0.747;0.001;22
Jogo;0.376;0.271;0.304;0.000;35;0.940;0.679;0.760;0.000;14
Sylvain Example;0.501;0.358;0.399;0.003;35;0.763;0.545;0.608;0.003;23
Content;0.818;0.752;0.775;0.017;70;0.881;0.810;0.835;0.017;65
M-learning Requirements Catalog;0.996;0.963;0.979;0.034;35;0.996;0.963;0.979;0.034;35
Pruebas;0.413;0.298;0.318;0.002;35;0.722;0.521;0.557;0.002;20
JCS;0.898;0.772;0.823;0.023;35;0.924;0.795;0.847;0.023;34
E-commerce system1;0.287;0.229;0.237;0.001;35;0.773;0.615;0.637;0.001;13
Eshop-ufrj;0.779;0.704;0.722;0.012;35;0.826;0.747;0.766;0.012;33
