CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
IBk;0.965;0.724;0.821;0.009;638;1.000;0.750;0.851;0.009;616
SVM_Poly[3,2.0,0.5];0.981;0.900;0.929;0.009;638;0.998;0.916;0.946;0.009;627
PART;0.831;0.695;0.734;0.009;638;0.984;0.823;0.869;0.010;539
REPTree;0.623;0.442;0.487;0.009;638;0.976;0.692;0.763;0.013;407
RandomForest;0.965;0.796;0.865;0.009;638;1.000;0.825;0.896;0.009;616
RandomCommittee;0.976;0.817;0.877;0.009;638;0.993;0.832;0.892;0.009;627
JRip;0.792;0.567;0.622;0.009;638;0.978;0.699;0.768;0.010;517
J48;0.393;0.379;0.384;0.009;638;0.991;0.955;0.969;0.018;253


VALIDITY RATIO;(F)
min;0.000122
avg;0.008654
max;0.076172

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.7000000000000001];0.816;0.665;0.715;0.009;5104;0.991;0.808;0.869;0.010;4202

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
teste;0.737;0.479;0.554;0.001;88;0.982;0.639;0.739;0.001;66
Visit Indonesia Apps;0.990;0.888;0.932;0.010;88;0.990;0.888;0.932;0.010;88
Smart Queue;0.733;0.563;0.604;0.000;88;0.977;0.750;0.805;0.000;66
Cell-Phone-SPL-2014-Part2;0.749;0.617;0.674;0.004;88;0.999;0.822;0.898;0.004;66
MobilePhone;0.622;0.422;0.499;0.002;88;0.995;0.675;0.798;0.002;55
MoviesApp PL;0.857;0.484;0.585;0.003;88;0.979;0.554;0.668;0.003;77
Alarm System;0.867;0.574;0.655;0.005;88;0.991;0.656;0.749;0.005;77
Video On Demand SPL FM;0.743;0.469;0.553;0.002;88;0.990;0.625;0.737;0.002;66
depresija;1.000;0.996;0.998;0.016;88;1.000;0.996;0.998;0.016;88
Windows .NET;1.000;0.969;0.982;0.002;88;1.000;0.969;0.982;0.002;88
Veículo;0.987;0.739;0.813;0.010;88;0.987;0.739;0.813;0.010;88
CFDP Library;1.000;0.983;0.991;0.058;176;1.000;0.983;0.991;0.058;176
Cell-Phone-SPL-2014-Mined;0.868;0.690;0.763;0.004;88;0.992;0.788;0.872;0.004;77
PortafolioLopez;0.989;0.930;0.955;0.010;88;0.989;0.930;0.955;0.010;88
KIModel;0.867;0.719;0.778;0.001;88;0.991;0.821;0.889;0.001;77
Homepage based on wiki;0.618;0.563;0.585;0.003;88;0.988;0.900;0.935;0.003;55
FMConfig;0.860;0.643;0.714;0.016;88;0.982;0.734;0.816;0.016;77
Ligne de produits de Eshop;0.710;0.475;0.550;0.002;88;0.947;0.633;0.733;0.002;66
smartPhone;0.998;0.976;0.986;0.011;88;0.998;0.976;0.986;0.011;88
Online shopping software;0.500;0.375;0.417;0.000;88;1.000;0.750;0.833;0.000;44
i18n;0.611;0.354;0.436;0.002;88;0.978;0.567;0.698;0.002;55
SPL Studies;0.866;0.528;0.606;0.005;88;0.990;0.603;0.692;0.005;77
RE;1.000;0.990;0.995;0.012;88;1.000;0.990;0.995;0.012;88
Magister 2014-ROLOG;1.000;0.960;0.977;0.012;88;1.000;0.960;0.977;0.012;88
Car;0.993;0.887;0.935;0.005;88;0.993;0.887;0.935;0.005;88
Content;0.995;0.987;0.991;0.028;88;0.995;0.987;0.991;0.028;88
Video On Demand FM;0.747;0.453;0.548;0.002;88;0.996;0.604;0.731;0.002;66
Aircraft PL;0.993;0.950;0.970;0.038;88;0.993;0.950;0.970;0.038;88
MarketPlace-Sample;0.619;0.542;0.572;0.000;88;0.991;0.867;0.916;0.000;55
Mobile Media;0.864;0.516;0.622;0.003;88;0.988;0.589;0.711;0.003;77
search-engine;0.927;0.714;0.785;0.011;176;0.989;0.762;0.837;0.011;165
FM1;0.375;0.375;0.375;0.000;88;1.000;1.000;1.000;0.000;33
Stamppy;0.996;0.942;0.961;0.003;88;0.996;0.942;0.961;0.003;88
Analisis;0.625;0.359;0.435;0.001;88;1.000;0.575;0.696;0.001;55
Phone;0.994;0.947;0.967;0.009;88;0.994;0.947;0.967;0.009;88
cell phones SPL;0.741;0.516;0.599;0.002;88;0.988;0.688;0.799;0.002;66
NCV_Simulation;0.750;0.507;0.589;0.002;88;1.000;0.676;0.785;0.002;66
MiniRPG;1.000;0.930;0.958;0.002;88;1.000;0.930;0.958;0.002;88
Home;0.866;0.817;0.838;0.015;88;0.990;0.933;0.958;0.015;77
MyHolidays;0.986;0.893;0.931;0.014;88;0.986;0.893;0.931;0.014;88
Cell-Phone-SPL-2014;0.743;0.422;0.527;0.002;88;0.991;0.563;0.703;0.002;66
HADAS-security;0.602;0.431;0.489;0.001;88;0.963;0.689;0.782;0.001;55
Parking lot Manager;0.735;0.398;0.493;0.002;88;0.980;0.531;0.657;0.002;66
Tripeo;0.875;0.667;0.738;0.001;88;1.000;0.762;0.843;0.001;77
Wewq;0.250;0.250;0.250;0.000;88;1.000;1.000;1.000;0.000;22
SmartHotel;0.978;0.695;0.788;0.012;88;0.978;0.695;0.788;0.012;88
LMF;0.500;0.375;0.417;0.000;88;1.000;0.750;0.833;0.000;44
Priscilinha;0.250;0.250;0.250;0.000;88;1.000;1.000;1.000;0.000;22
G10-music player;0.999;0.962;0.977;0.008;88;0.999;0.962;0.977;0.008;88
Tata Cars;0.743;0.516;0.578;0.003;88;0.991;0.688;0.770;0.003;66
Toyota Feature Model;0.859;0.688;0.760;0.002;88;0.982;0.786;0.868;0.002;77
