CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
IBk;0.831;0.450;0.559;0.014;3080;0.898;0.486;0.605;0.015;2849
SVM_Poly[3,2.0,0.5];0.857;0.665;0.726;0.014;3080;0.896;0.695;0.759;0.014;2948
PART;0.666;0.484;0.535;0.014;3080;0.883;0.642;0.710;0.017;2321
REPTree;0.340;0.252;0.273;0.014;3080;0.897;0.667;0.721;0.023;1166
RandomForest;0.936;0.481;0.601;0.014;3080;0.978;0.503;0.628;0.014;2948
RandomCommittee;0.860;0.549;0.640;0.014;3080;0.913;0.582;0.679;0.014;2904
JRip;0.565;0.438;0.471;0.014;3080;0.860;0.667;0.717;0.018;2024
J48;0.228;0.208;0.216;0.014;3080;0.966;0.884;0.916;0.031;726


VALIDITY RATIO;(F)
min;0.000061
avg;0.013534
max;0.131836

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.3];0.660;0.441;0.503;0.014;24640;0.910;0.608;0.693;0.016;17886

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Mobile phone;0.365;0.213;0.236;0.010;88;0.730;0.425;0.472;0.010;44
Visit Indonesia Apps;0.830;0.652;0.715;0.010;88;0.949;0.745;0.817;0.010;77
Buzzard Radio play DB;0.995;0.970;0.981;0.027;88;0.995;0.970;0.981;0.027;88
MyDental;0.932;0.818;0.865;0.010;88;0.932;0.818;0.865;0.010;88
Bicis_Feature_Model;0.409;0.208;0.269;0.006;88;0.817;0.417;0.538;0.006;44
test gv;0.989;0.965;0.976;0.031;88;0.989;0.965;0.976;0.031;88
E-Shop, magister2014;0.629;0.361;0.450;0.018;88;0.838;0.481;0.600;0.018;66
pruebapalabras;0.844;0.497;0.603;0.004;88;0.964;0.567;0.689;0.004;77
Alarm System;0.739;0.298;0.400;0.005;88;0.845;0.340;0.457;0.005;77
Hello World;0.664;0.489;0.550;0.034;88;0.885;0.652;0.733;0.034;66
Weather Station;0.644;0.415;0.494;0.021;88;0.859;0.553;0.659;0.021;66
Video On Demand SPL FM;0.538;0.172;0.257;0.002;88;0.861;0.275;0.412;0.002;55
depresija;0.991;0.974;0.982;0.016;88;0.991;0.974;0.982;0.016;88
User Model;0.936;0.761;0.834;0.009;88;0.936;0.761;0.834;0.009;88
KIModel;0.800;0.490;0.563;0.001;88;0.915;0.560;0.644;0.001;77
