CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
IBk;0.510;0.399;0.428;0.016;1914;0.596;0.465;0.500;0.019;1639
SVM_Poly[3,2.0,0.5];0.601;0.472;0.504;0.016;1914;0.692;0.544;0.581;0.018;1661
PART;0.422;0.383;0.381;0.016;1914;0.674;0.612;0.609;0.023;1199
REPTree;0.176;0.161;0.163;0.016;1914;0.787;0.718;0.728;0.034;429
RandomForest;0.804;0.323;0.420;0.016;1914;0.939;0.378;0.491;0.018;1639
RandomCommittee;0.588;0.403;0.455;0.016;1914;0.716;0.491;0.554;0.019;1573
JRip;0.374;0.347;0.342;0.016;1914;0.671;0.622;0.614;0.024;1067
J48;0.164;0.153;0.157;0.016;1914;0.891;0.831;0.851;0.039;352


VALIDITY RATIO;(F)
min;0.000244
avg;0.016294
max;0.131836

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.2];0.455;0.330;0.356;0.016;15312;0.729;0.529;0.571;0.021;9559

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
sasgd;0.546;0.394;0.433;0.020;88;0.729;0.525;0.578;0.020;66
Mobile phone;0.212;0.125;0.151;0.010;88;0.565;0.333;0.403;0.010;33
CCCMS;0.968;0.954;0.960;0.059;88;0.968;0.954;0.960;0.059;88
MyDental;0.839;0.827;0.818;0.010;88;0.839;0.827;0.818;0.010;88
Bicis_Feature_Model;0.083;0.042;0.056;0.006;88;0.667;0.333;0.444;0.006;11
Maquina de Cae;0.565;0.399;0.446;0.035;88;0.645;0.456;0.510;0.035;77
test gv;0.847;0.809;0.825;0.031;88;0.968;0.924;0.943;0.031;77
E-Shop, magister2014;0.378;0.201;0.214;0.018;88;0.605;0.322;0.342;0.018;55
