CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
IBk;0.599;0.393;0.455;0.014;2552;0.695;0.456;0.527;0.016;2200
SVM_Poly[3,2.0,0.5];0.685;0.492;0.545;0.014;2552;0.779;0.560;0.620;0.016;2244
PART;0.488;0.394;0.414;0.014;2552;0.770;0.622;0.654;0.020;1617
REPTree;0.221;0.187;0.196;0.014;2552;0.841;0.712;0.745;0.028;671
RandomForest;0.833;0.336;0.438;0.014;2552;0.957;0.386;0.503;0.016;2222
RandomCommittee;0.674;0.417;0.486;0.014;2552;0.798;0.493;0.576;0.016;2156
JRip;0.420;0.346;0.358;0.014;2552;0.766;0.632;0.654;0.022;1397
J48;0.177;0.159;0.166;0.014;2552;0.931;0.841;0.875;0.036;484


VALIDITY RATIO;(F)
min;0.000122
avg;0.014384
max;0.131836

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.2];0.512;0.341;0.382;0.014;20416;0.805;0.535;0.601;0.019;12991

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Mobile phone;0.287;0.125;0.167;0.010;88;0.765;0.333;0.444;0.010;33
Visit Indonesia Apps;0.761;0.557;0.622;0.010;88;0.870;0.636;0.711;0.010;77
MyDental;0.892;0.827;0.846;0.010;88;0.892;0.827;0.846;0.010;88
Bicis_Feature_Model;0.098;0.042;0.058;0.006;88;0.788;0.333;0.465;0.006;11
test gv;0.852;0.809;0.827;0.031;88;0.973;0.924;0.946;0.031;77
E-Shop, magister2014;0.457;0.201;0.231;0.018;88;0.731;0.322;0.370;0.018;55
Alarm System;0.561;0.208;0.278;0.005;88;0.747;0.278;0.371;0.005;66
Hello World;0.518;0.318;0.384;0.034;88;0.691;0.424;0.512;0.034;66
Weather Station;0.590;0.347;0.417;0.021;88;0.786;0.462;0.556;0.021;66
Video On Demand SPL FM;0.371;0.117;0.173;0.002;88;0.742;0.234;0.345;0.002;44
