CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
IBk;0.844;0.492;0.602;0.014;2552;0.906;0.528;0.646;0.015;2376
SVM_Poly[3,2.0,0.5];0.823;0.739;0.763;0.014;2552;0.841;0.755;0.779;0.015;2497
PART;0.635;0.543;0.566;0.014;2552;0.788;0.674;0.702;0.017;2057
REPTree;0.361;0.316;0.325;0.014;2552;0.806;0.704;0.725;0.022;1144
RandomForest;0.915;0.577;0.682;0.014;2552;0.965;0.609;0.720;0.015;2420
RandomCommittee;0.814;0.642;0.697;0.014;2552;0.863;0.680;0.738;0.015;2409
JRip;0.547;0.506;0.502;0.014;2552;0.760;0.702;0.697;0.018;1837
J48;0.248;0.240;0.242;0.014;2552;0.914;0.885;0.892;0.032;693


VALIDITY RATIO;(F)
min;0.000122
avg;0.014384
max;0.131836

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.4];0.648;0.507;0.547;0.014;20416;0.858;0.670;0.724;0.017;15433

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Mobile phone;0.500;0.400;0.422;0.010;88;0.667;0.533;0.563;0.010;66
Visit Indonesia Apps;0.870;0.760;0.803;0.010;88;0.870;0.760;0.803;0.010;88
MyDental;0.817;0.798;0.799;0.010;88;0.933;0.912;0.913;0.010;77
Bicis_Feature_Model;0.480;0.229;0.286;0.006;88;0.769;0.367;0.458;0.006;55
test gv;0.990;0.988;0.989;0.031;88;0.990;0.988;0.989;0.031;88
E-Shop, magister2014;0.545;0.319;0.395;0.018;88;0.872;0.511;0.633;0.018;55
Alarm System;0.519;0.354;0.418;0.005;88;0.831;0.567;0.669;0.005;55
Hello World;0.732;0.664;0.686;0.034;88;0.837;0.759;0.784;0.034;77
Weather Station;0.627;0.446;0.513;0.021;88;0.836;0.595;0.684;0.021;66
Video On Demand SPL FM;0.632;0.375;0.441;0.002;88;0.722;0.429;0.504;0.002;77
depresija;0.992;0.964;0.975;0.016;88;0.992;0.964;0.975;0.016;88
KIModel;0.592;0.531;0.553;0.001;88;0.948;0.850;0.885;0.001;55
AA;0.657;0.508;0.554;0.016;88;0.751;0.580;0.633;0.016;77
Example Product Line Course Using SPLOT;0.698;0.473;0.549;0.014;88;0.798;0.541;0.628;0.014;77
Disenio;0.311;0.188;0.206;0.004;88;0.830;0.500;0.549;0.004;33
Address Book;0.990;0.911;0.945;0.018;88;0.990;0.911;0.945;0.018;88
VODPlayer;0.838;0.813;0.811;0.047;88;0.838;0.813;0.811;0.047;88
i18n;0.453;0.306;0.356;0.002;88;0.604;0.407;0.475;0.002;66
1;0.671;0.500;0.548;0.007;88;0.894;0.667;0.730;0.007;66
rtrt;0.953;0.831;0.875;0.020;88;0.953;0.831;0.875;0.020;88
Sylvain Example;0.550;0.349;0.403;0.004;176;0.801;0.507;0.586;0.004;121
