CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
IBk;0.917;0.510;0.630;0.015;495;0.982;0.546;0.675;0.016;462
SVM_Poly[3,2.0,0.5];0.971;0.751;0.815;0.015;495;0.971;0.751;0.815;0.015;495
PART;0.754;0.576;0.621;0.015;495;0.970;0.741;0.799;0.019;385
REPTree;0.564;0.433;0.472;0.015;495;0.976;0.750;0.818;0.024;286
RandomForest;0.953;0.602;0.713;0.015;495;0.997;0.630;0.746;0.016;473
RandomCommittee;0.888;0.635;0.715;0.015;495;0.975;0.697;0.784;0.016;451
JRip;0.759;0.576;0.628;0.015;495;0.948;0.720;0.786;0.018;396
J48;0.327;0.300;0.312;0.015;495;0.981;0.901;0.935;0.036;165


VALIDITY RATIO;(F)
min;0.000244
avg;0.015001
max;0.096924

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.4];0.767;0.548;0.613;0.015;3960;0.975;0.697;0.780;0.018;3113

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Doorlopende reisverzekering;0.999;0.992;0.995;0.016;88;0.999;0.992;0.995;0.016;88
This is a test;0.979;0.919;0.945;0.032;88;0.979;0.919;0.945;0.032;88
eLearning ways;0.997;0.953;0.974;0.097;88;0.997;0.953;0.974;0.097;88
CCCMS;0.998;0.989;0.993;0.059;88;0.998;0.989;0.993;0.059;88
WB2;0.991;0.866;0.922;0.049;88;0.991;0.866;0.922;0.049;88
Online Shop Feature Model;0.720;0.426;0.518;0.010;88;0.960;0.567;0.691;0.010;66
MyDental;0.864;0.798;0.823;0.010;88;0.988;0.912;0.941;0.010;77
Dummy Car;0.701;0.278;0.391;0.002;88;0.934;0.370;0.521;0.002;66
Final model;0.739;0.318;0.428;0.003;88;0.986;0.424;0.571;0.003;66
FM with optional XOR;0.873;0.548;0.656;0.005;88;0.997;0.626;0.750;0.005;77
Adams Car;0.852;0.438;0.545;0.007;88;0.974;0.500;0.623;0.007;77
Reservation;0.551;0.292;0.362;0.002;88;0.882;0.467;0.579;0.002;55
tab;0.717;0.297;0.410;0.004;88;0.956;0.396;0.547;0.004;66
Congress Assistant;0.865;0.542;0.652;0.012;88;0.989;0.619;0.746;0.012;77
mon model;0.729;0.422;0.511;0.006;88;0.972;0.563;0.681;0.006;66
ABMS;0.992;0.941;0.965;0.060;88;0.992;0.941;0.965;0.060;88
Text Editor;0.476;0.216;0.288;0.003;88;0.952;0.432;0.577;0.003;44
IntelligentTutoringSystem;0.990;0.912;0.947;0.021;88;0.990;0.912;0.947;0.021;88
ID;0.375;0.375;0.375;0.000;88;1.000;1.000;1.000;0.000;33
Ooredoo;0.646;0.215;0.312;0.004;88;0.861;0.287;0.416;0.004;66
Multiplicador de n matrices;0.462;0.153;0.222;0.004;88;0.924;0.306;0.445;0.004;44
Telecommunication_System;0.718;0.271;0.367;0.004;88;0.957;0.361;0.490;0.004;66
a;0.869;0.631;0.716;0.010;88;0.993;0.721;0.819;0.010;77
Content model;0.988;0.819;0.887;0.022;88;0.988;0.819;0.887;0.022;88
test_fm;0.861;0.578;0.652;0.002;88;0.984;0.661;0.745;0.002;77
search engine;0.857;0.719;0.771;0.008;88;0.980;0.821;0.882;0.008;77
Attempt of mine;0.993;0.939;0.963;0.032;88;0.993;0.939;0.963;0.032;88
Movil;0.864;0.509;0.623;0.007;88;0.988;0.582;0.712;0.007;77
rotation;0.347;0.208;0.250;0.001;88;0.924;0.556;0.665;0.001;33
Address Book;0.996;0.911;0.947;0.018;88;0.996;0.911;0.947;0.018;88
aaaaaa;1.000;0.980;0.989;0.008;88;1.000;0.980;0.989;0.008;88
Topology;0.470;0.156;0.229;0.004;88;0.939;0.313;0.458;0.004;44
FeatureModelName;0.485;0.281;0.341;0.002;88;0.970;0.563;0.681;0.002;44
gs;0.942;0.741;0.815;0.041;88;0.942;0.741;0.815;0.041;88
HDMR-Paper;0.473;0.232;0.296;0.002;88;0.946;0.464;0.592;0.002;44
TW SPL Hard Choices;0.608;0.469;0.497;0.001;88;0.973;0.750;0.795;0.001;55
Jogo;0.250;0.125;0.167;0.000;88;1.000;0.500;0.667;0.000;22
Sylvain Example;0.613;0.273;0.365;0.003;88;0.981;0.436;0.584;0.003;55
Content;0.917;0.641;0.740;0.017;176;0.978;0.683;0.789;0.017;165
M-learning Requirements Catalog;0.997;0.931;0.962;0.034;88;0.997;0.931;0.962;0.034;88
Pruebas;0.500;0.125;0.193;0.002;88;1.000;0.250;0.386;0.002;44
JCS;0.981;0.725;0.825;0.023;88;0.981;0.725;0.825;0.023;88
E-commerce system1;0.489;0.292;0.358;0.001;88;0.977;0.583;0.716;0.001;44
Eshop-ufrj;0.848;0.576;0.673;0.012;88;0.969;0.658;0.769;0.012;77
