CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
IBk;0.979;0.808;0.882;0.009;528;1.000;0.825;0.901;0.010;517
SVM_Poly[3,2.0,0.5];0.978;0.979;0.978;0.009;528;0.999;1.000;0.999;0.010;517
PART;0.846;0.776;0.801;0.009;528;0.944;0.866;0.894;0.010;473
REPTree;0.675;0.567;0.594;0.009;528;0.876;0.735;0.771;0.012;407
RandomForest;0.979;0.893;0.931;0.009;528;0.999;0.912;0.951;0.010;517
RandomCommittee;0.981;0.922;0.948;0.009;528;0.981;0.922;0.948;0.009;528
JRip;0.779;0.707;0.708;0.009;528;0.850;0.771;0.772;0.010;484
J48;0.541;0.487;0.508;0.009;528;0.962;0.866;0.903;0.016;297


VALIDITY RATIO;(F)
min;0.000061
avg;0.009425
max;0.116272

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.8];0.845;0.767;0.794;0.009;4224;0.954;0.867;0.896;0.011;3740

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
JPlug;0.944;0.772;0.841;0.005;88;0.944;0.772;0.841;0.005;88
RE Process;0.750;0.688;0.713;0.000;88;1.000;0.917;0.950;0.000;66
Buzzard Radio play DB;1.000;0.997;0.998;0.027;88;1.000;0.997;0.998;0.027;88
Mobile Media;0.565;0.521;0.535;0.000;88;0.904;0.833;0.856;0.000;55
Clinica Medica;0.723;0.656;0.685;0.001;88;0.964;0.875;0.914;0.001;66
Celulares;0.999;0.992;0.995;0.025;88;0.999;0.992;0.995;0.025;88
BSS_CS5702_G3;0.875;0.859;0.867;0.000;88;1.000;0.982;0.990;0.000;77
WB;0.998;0.994;0.996;0.039;88;0.998;0.994;0.996;0.039;88
Mobile Media JULIO;0.985;0.938;0.959;0.001;88;0.985;0.938;0.959;0.001;88
Mobile Phone Software;0.834;0.649;0.721;0.003;88;0.953;0.742;0.824;0.003;77
SA;0.976;0.935;0.954;0.011;88;0.976;0.935;0.954;0.011;88
Simplified Smart Hotel;0.936;0.927;0.928;0.014;88;0.936;0.927;0.928;0.014;88
pruebapalabras;0.958;0.813;0.870;0.004;88;0.958;0.813;0.870;0.004;88
video on demand;0.958;0.863;0.891;0.002;88;0.958;0.863;0.891;0.002;88
LeSE - Learning Software Engineering;0.727;0.573;0.630;0.001;88;0.970;0.764;0.840;0.001;66
Carro Model;0.658;0.479;0.522;0.002;88;0.877;0.639;0.696;0.002;66
Search_Engine_PL;0.961;0.892;0.921;0.008;88;0.961;0.892;0.921;0.008;88
MiniTV;0.996;0.996;0.996;0.015;88;0.996;0.996;0.996;0.015;88
IDE4OCL;1.000;0.975;0.986;0.004;88;1.000;0.975;0.986;0.004;88
matrices;0.663;0.469;0.533;0.001;88;0.884;0.625;0.711;0.001;66
JhotDrawn;0.998;0.994;0.996;0.063;88;0.998;0.994;0.996;0.063;88
Smart-phone;0.855;0.703;0.760;0.000;88;0.977;0.804;0.869;0.000;77
User Model;0.952;0.929;0.936;0.009;88;0.952;0.929;0.936;0.009;88
Eleição de um prefeito e um vereador;0.570;0.422;0.475;0.001;88;0.912;0.675;0.761;0.001;55
James;0.912;0.721;0.779;0.004;88;0.912;0.721;0.779;0.004;88
Mobile media v4;0.653;0.625;0.634;0.000;88;0.871;0.833;0.846;0.000;66
Farnaz koohestani;0.250;0.250;0.250;0.000;88;1.000;1.000;1.000;0.000;22
Car demo;0.945;0.826;0.873;0.003;88;0.945;0.826;0.873;0.003;88
SHIFT QAs;0.648;0.474;0.524;0.001;88;0.864;0.632;0.699;0.001;66
Scenario Application;0.788;0.596;0.663;0.003;88;0.900;0.681;0.757;0.003;77
AGORA;0.994;0.977;0.985;0.007;88;0.994;0.977;0.985;0.007;88
Virtual_Office_of_the_Future;0.931;0.919;0.920;0.003;88;0.931;0.919;0.920;0.003;88
Content Store;0.747;0.563;0.601;0.003;88;0.996;0.750;0.801;0.003;66
Urna Gleidson;0.794;0.736;0.743;0.001;88;0.908;0.841;0.849;0.001;77
Pizza;0.940;0.893;0.913;0.012;88;0.940;0.893;0.913;0.012;88
Celular;0.960;0.758;0.830;0.006;88;0.960;0.758;0.830;0.006;88
CTOS MODEL;0.804;0.764;0.778;0.001;88;0.919;0.873;0.889;0.001;77
Pip;0.375;0.375;0.375;0.000;88;1.000;1.000;1.000;0.000;33
ELPS - ISE;0.962;0.954;0.957;0.028;88;0.962;0.954;0.957;0.028;88
TVSmart;0.686;0.575;0.608;0.001;88;0.914;0.767;0.810;0.001;66
Linha de produtos - SimulES e PnP;0.960;0.819;0.856;0.009;88;0.960;0.819;0.856;0.009;88
Car PL;0.897;0.774;0.823;0.005;88;0.897;0.774;0.823;0.005;88
PhysEval;1.000;0.914;0.954;0.003;88;1.000;0.914;0.954;0.003;88
LeSE - Learning Software Engineering (Aprendendo Engenharia de Software);0.697;0.617;0.649;0.001;88;0.929;0.823;0.866;0.001;66
catalogo;0.724;0.708;0.699;0.000;88;0.827;0.810;0.799;0.000;77
Smartwatch;1.000;0.982;0.991;0.004;88;1.000;0.982;0.991;0.004;88
Simple Drawing Tools;0.997;1.000;0.998;0.116;88;0.997;1.000;0.998;0.116;88
Mobile Phone, until relase 5;1.000;0.977;0.988;0.001;88;1.000;0.977;0.988;0.001;88
