CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
IBk;0.992;0.663;0.783;0.009;638;0.992;0.663;0.783;0.009;638
SVM_Poly[3,2.0,0.5];0.951;0.908;0.923;0.009;638;0.951;0.908;0.923;0.009;638
PART;0.735;0.634;0.668;0.009;638;0.907;0.782;0.824;0.011;517
REPTree;0.501;0.413;0.433;0.009;638;0.855;0.705;0.738;0.014;374
RandomForest;0.996;0.748;0.840;0.009;638;0.996;0.748;0.840;0.009;638
RandomCommittee;0.920;0.789;0.839;0.009;638;0.936;0.803;0.854;0.009;627
JRip;0.639;0.583;0.582;0.009;638;0.789;0.720;0.718;0.010;517
J48;0.370;0.355;0.359;0.009;638;0.932;0.896;0.905;0.018;253


VALIDITY RATIO;(F)
min;0.000122
avg;0.008654
max;0.076172

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.6];0.763;0.637;0.678;0.009;5104;0.927;0.773;0.824;0.010;4202

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
teste;0.619;0.458;0.518;0.001;88;0.826;0.611;0.690;0.001;66
Visit Indonesia Apps;0.950;0.856;0.893;0.010;88;0.950;0.856;0.893;0.010;88
Smart Queue;0.500;0.313;0.365;0.000;88;1.000;0.625;0.731;0.000;44
Cell-Phone-SPL-2014-Part2;0.697;0.558;0.612;0.004;88;0.930;0.744;0.816;0.004;66
MobilePhone;0.702;0.484;0.566;0.002;88;0.937;0.646;0.755;0.002;66
MoviesApp PL;0.666;0.526;0.583;0.003;88;0.888;0.701;0.778;0.003;66
Alarm System;0.586;0.470;0.514;0.005;88;0.938;0.752;0.822;0.005;55
Video On Demand SPL FM;0.649;0.344;0.438;0.002;88;0.865;0.458;0.584;0.002;66
depresija;0.995;0.991;0.993;0.016;88;0.995;0.991;0.993;0.016;88
Windows .NET;1.000;0.953;0.971;0.002;88;1.000;0.953;0.971;0.002;88
Veículo;0.767;0.563;0.636;0.010;88;0.877;0.643;0.727;0.010;77
CFDP Library;0.995;0.971;0.982;0.058;176;0.995;0.971;0.982;0.058;176
Cell-Phone-SPL-2014-Mined;0.785;0.609;0.677;0.004;88;0.897;0.696;0.774;0.004;77
PortafolioLopez;0.920;0.893;0.901;0.010;88;0.920;0.893;0.901;0.010;88
KIModel;0.821;0.802;0.804;0.001;88;0.939;0.917;0.919;0.001;77
Homepage based on wiki;0.924;0.763;0.819;0.003;88;0.924;0.763;0.819;0.003;88
FMConfig;0.868;0.627;0.699;0.016;88;0.868;0.627;0.699;0.016;88
Ligne de produits de Eshop;0.615;0.350;0.434;0.002;88;0.820;0.467;0.579;0.002;66
smartPhone;0.989;0.962;0.973;0.011;88;0.989;0.962;0.973;0.011;88
Online shopping software;0.375;0.188;0.250;0.000;88;1.000;0.500;0.667;0.000;33
i18n;0.446;0.368;0.396;0.002;88;0.893;0.736;0.792;0.002;44
SPL Studies;0.789;0.492;0.594;0.005;88;0.902;0.562;0.678;0.005;77
RE;1.000;0.970;0.983;0.012;88;1.000;0.970;0.983;0.012;88
