CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
IBk;1.000;0.829;0.900;0.015;495;1.000;0.829;0.900;0.015;495
SVM_Poly[3,2.0,0.5];0.995;0.980;0.987;0.015;495;0.995;0.980;0.987;0.015;495
PART;0.922;0.714;0.772;0.015;495;0.988;0.765;0.827;0.016;462
REPTree;0.636;0.483;0.527;0.015;495;0.987;0.749;0.818;0.022;319
RandomForest;1.000;0.922;0.957;0.015;495;1.000;0.922;0.957;0.015;495
RandomCommittee;0.996;0.913;0.948;0.015;495;0.996;0.913;0.948;0.015;495
JRip;0.712;0.601;0.632;0.015;495;0.971;0.820;0.862;0.019;363
J48;0.464;0.429;0.443;0.015;495;0.993;0.920;0.948;0.028;231


VALIDITY RATIO;(F)
min;0.000244
avg;0.015001
max;0.096924

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.8];0.841;0.734;0.771;0.015;3960;0.992;0.866;0.910;0.017;3355

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Doorlopende reisverzekering;1.000;0.986;0.993;0.016;88;1.000;0.986;0.993;0.016;88
This is a test;0.998;0.955;0.975;0.032;88;0.998;0.955;0.975;0.032;88
eLearning ways;0.998;0.991;0.994;0.097;88;0.998;0.991;0.994;0.097;88
CCCMS;0.998;1.000;0.999;0.059;88;0.998;1.000;0.999;0.059;88
WB2;0.998;0.939;0.966;0.049;88;0.998;0.939;0.966;0.049;88
Online Shop Feature Model;0.739;0.565;0.626;0.010;88;0.985;0.754;0.835;0.010;66
MyDental;0.993;0.985;0.989;0.010;88;0.993;0.985;0.989;0.010;88
Dummy Car;0.619;0.444;0.510;0.002;88;0.990;0.711;0.816;0.002;55
Final model;0.625;0.443;0.507;0.003;88;1.000;0.709;0.812;0.003;55
FM with optional XOR;0.997;0.821;0.898;0.005;88;0.997;0.821;0.898;0.005;88
Adams Car;0.861;0.732;0.786;0.007;88;0.984;0.837;0.899;0.007;77
Reservation;0.706;0.417;0.501;0.002;88;0.941;0.556;0.668;0.002;66
tab;0.873;0.664;0.727;0.004;88;0.998;0.759;0.831;0.004;77
Congress Assistant;0.848;0.740;0.780;0.012;88;0.969;0.845;0.891;0.012;77
mon model;0.747;0.536;0.602;0.006;88;0.996;0.715;0.802;0.006;66
ABMS;1.000;0.988;0.994;0.060;88;1.000;0.988;0.994;0.060;88
Text Editor;0.746;0.602;0.661;0.003;88;0.995;0.803;0.881;0.003;66
IntelligentTutoringSystem;0.997;0.987;0.991;0.021;88;0.997;0.987;0.991;0.021;88
ID;0.500;0.500;0.500;0.000;88;1.000;1.000;1.000;0.000;44
Ooredoo;0.607;0.493;0.542;0.004;88;0.971;0.789;0.867;0.004;55
Multiplicador de n matrices;0.613;0.465;0.506;0.004;88;0.981;0.744;0.809;0.004;55
Telecommunication_System;0.737;0.514;0.594;0.004;88;0.983;0.685;0.792;0.004;66
a;0.997;0.938;0.962;0.010;88;0.997;0.938;0.962;0.010;88
Content model;0.997;0.923;0.956;0.022;88;0.997;0.923;0.956;0.022;88
test_fm;0.750;0.750;0.750;0.002;88;1.000;1.000;1.000;0.002;66
search engine;0.991;0.824;0.892;0.008;88;0.991;0.824;0.892;0.008;88
Attempt of mine;0.996;0.979;0.987;0.032;88;0.996;0.979;0.987;0.032;88
Movil;0.749;0.585;0.646;0.007;88;0.999;0.780;0.861;0.007;66
rotation;0.491;0.458;0.469;0.001;88;0.982;0.917;0.939;0.001;44
Address Book;1.000;0.990;0.995;0.018;88;1.000;0.990;0.995;0.018;88
aaaaaa;1.000;0.988;0.994;0.008;88;1.000;0.988;0.994;0.008;88
Topology;0.737;0.500;0.560;0.004;88;0.983;0.667;0.746;0.004;66
FeatureModelName;0.744;0.750;0.746;0.002;88;0.992;1.000;0.995;0.002;66
gs;0.976;0.864;0.913;0.041;88;0.976;0.864;0.913;0.041;88
HDMR-Paper;0.716;0.482;0.552;0.002;88;0.955;0.643;0.737;0.002;66
TW SPL Hard Choices;0.869;0.813;0.830;0.001;88;0.994;0.929;0.948;0.001;77
Jogo;0.500;0.500;0.500;0.000;88;1.000;1.000;1.000;0.000;44
Sylvain Example;0.875;0.477;0.571;0.003;88;1.000;0.545;0.653;0.003;77
Content;0.997;0.873;0.915;0.017;176;0.997;0.873;0.915;0.017;176
M-learning Requirements Catalog;0.999;0.988;0.993;0.034;88;0.999;0.988;0.993;0.034;88
Pruebas;0.625;0.536;0.572;0.002;88;1.000;0.857;0.915;0.002;55
JCS;1.000;0.914;0.952;0.023;88;1.000;0.914;0.952;0.023;88
E-commerce system1;0.625;0.500;0.538;0.001;88;1.000;0.800;0.860;0.001;55
Eshop-ufrj;0.992;0.755;0.827;0.012;88;0.992;0.755;0.827;0.012;88
