CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
IBk;0.960;0.585;0.711;0.014;2552;0.994;0.605;0.736;0.015;2464
SVM_Poly[3,2.0,0.5];0.946;0.802;0.852;0.014;2552;0.979;0.831;0.883;0.015;2464
PART;0.783;0.588;0.642;0.014;2552;0.976;0.733;0.801;0.017;2046
REPTree;0.477;0.343;0.379;0.014;2552;0.963;0.691;0.765;0.023;1265
RandomForest;0.961;0.663;0.765;0.014;2552;0.995;0.687;0.793;0.015;2464
RandomCommittee;0.952;0.711;0.793;0.014;2552;0.982;0.734;0.818;0.015;2475
JRip;0.726;0.549;0.601;0.014;2552;0.968;0.732;0.802;0.018;1914
J48;0.303;0.272;0.284;0.014;2552;0.989;0.889;0.928;0.028;781


VALIDITY RATIO;(F)
min;0.000122
avg;0.014384
max;0.131836

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.5];0.763;0.564;0.629;0.014;20416;0.982;0.726;0.808;0.017;15873

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Mobile phone;0.623;0.363;0.451;0.010;88;0.996;0.580;0.722;0.010;55
Visit Indonesia Apps;0.999;0.875;0.928;0.010;88;0.999;0.875;0.928;0.010;88
MyDental;0.992;0.878;0.921;0.010;88;0.992;0.878;0.921;0.010;88
Bicis_Feature_Model;0.474;0.208;0.266;0.006;88;0.949;0.417;0.532;0.006;44
test gv;1.000;0.980;0.989;0.031;88;1.000;0.980;0.989;0.031;88
E-Shop, magister2014;0.847;0.576;0.666;0.018;88;0.968;0.659;0.761;0.018;77
Alarm System;0.848;0.420;0.536;0.005;88;0.969;0.480;0.613;0.005;77
Hello World;0.967;0.704;0.807;0.034;88;0.967;0.704;0.807;0.034;88
Weather Station;0.855;0.588;0.686;0.021;88;0.977;0.672;0.784;0.021;77
Video On Demand SPL FM;0.745;0.367;0.490;0.002;88;0.993;0.490;0.653;0.002;66
