CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
IBk;1.000;0.903;0.947;0.014;605;1.000;0.903;0.947;0.014;605
SVM_Poly[3,2.0,0.5];0.992;0.973;0.980;0.014;605;0.992;0.973;0.980;0.014;605
PART;0.784;0.737;0.746;0.014;605;0.879;0.827;0.838;0.016;539
REPTree;0.527;0.436;0.462;0.014;605;0.906;0.749;0.794;0.021;352
RandomForest;0.999;0.943;0.968;0.014;605;0.999;0.943;0.968;0.014;605
RandomCommittee;0.982;0.940;0.958;0.014;605;0.982;0.940;0.958;0.014;605
JRip;0.711;0.723;0.705;0.014;605;0.832;0.846;0.825;0.016;517
J48;0.419;0.378;0.390;0.014;605;0.960;0.865;0.894;0.026;264


VALIDITY RATIO;(F)
min;0.000488
avg;0.014471
max;0.058594

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.9];0.802;0.754;0.770;0.014;4840;0.948;0.892;0.910;0.016;4092

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Loja Virtual;0.952;0.987;0.968;0.027;88;0.952;0.987;0.968;0.027;88
Matrix chain multiplication;0.484;0.450;0.466;0.007;88;0.968;0.900;0.932;0.007;44
SmartHome- Simplified Sample;0.804;0.838;0.813;0.005;88;0.919;0.957;0.929;0.005;77
E-shop;0.968;0.970;0.968;0.014;88;0.968;0.970;0.968;0.014;88
UPL;0.959;0.868;0.910;0.009;88;0.959;0.868;0.910;0.009;88
SmartHome_vConejero_r1;0.750;0.750;0.750;0.001;88;1.000;1.000;1.000;0.001;66
Weather Station;0.904;0.773;0.811;0.021;88;0.904;0.773;0.811;0.021;88
27-5-207 test;0.958;0.949;0.952;0.021;88;0.958;0.949;0.952;0.021;88
Test;0.532;0.429;0.463;0.003;88;0.852;0.686;0.740;0.003;55
Xor Example;0.942;0.869;0.900;0.020;88;0.942;0.869;0.900;0.020;88
Implementacion;0.548;0.482;0.504;0.003;88;0.877;0.771;0.807;0.003;55
Xor Example 2;1.000;0.981;0.990;0.035;88;1.000;0.981;0.990;0.035;88
ordem;0.942;0.844;0.877;0.027;88;0.942;0.844;0.877;0.027;88
Observatorio;0.561;0.547;0.551;0.004;88;0.898;0.875;0.882;0.004;55
XOR NEW;1.000;0.999;0.999;0.043;88;1.000;0.999;0.999;0.043;88
SimpleModel;0.654;0.594;0.620;0.012;88;0.872;0.792;0.827;0.012;66
Ubuntu;0.631;0.490;0.530;0.006;88;0.841;0.653;0.707;0.006;66
mo;0.994;0.994;0.994;0.029;88;0.994;0.994;0.994;0.029;88
JDFM;0.672;0.538;0.584;0.010;88;0.895;0.717;0.778;0.010;66
NovoSiga;0.750;0.719;0.733;0.010;88;1.000;0.958;0.978;0.010;66
ubuntu;0.669;0.604;0.630;0.009;88;0.891;0.806;0.840;0.009;66
Rotation1;0.854;0.788;0.815;0.005;88;0.976;0.900;0.932;0.005;77
Imolementacion II;0.563;0.583;0.571;0.001;88;0.900;0.933;0.914;0.001;55
Cellphone;0.567;0.491;0.520;0.007;88;0.906;0.786;0.832;0.007;55
