CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
IBk;0.986;0.704;0.812;0.016;1914;0.998;0.712;0.821;0.016;1892
SVM_Poly[3,2.0,0.5];0.961;0.830;0.878;0.016;1914;0.984;0.849;0.899;0.017;1870
PART;0.831;0.632;0.691;0.016;1914;0.970;0.738;0.807;0.018;1639
REPTree;0.457;0.321;0.359;0.016;1914;0.970;0.682;0.763;0.024;902
RandomForest;0.967;0.755;0.835;0.016;1914;0.995;0.778;0.860;0.017;1859
RandomCommittee;0.977;0.805;0.870;0.016;1914;0.988;0.814;0.880;0.016;1892
JRip;0.729;0.588;0.635;0.016;1914;0.969;0.780;0.843;0.020;1441
J48;0.353;0.311;0.328;0.016;1914;0.990;0.873;0.920;0.031;682


VALIDITY RATIO;(F)
min;0.000244
avg;0.016294
max;0.131836

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.6];0.783;0.618;0.676;0.016;15312;0.984;0.777;0.850;0.019;12177

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
sasgd;0.875;0.763;0.812;0.020;88;1.000;0.871;0.928;0.020;77
Mobile phone;0.713;0.488;0.566;0.010;88;0.950;0.650;0.755;0.010;66
CCCMS;1.000;0.999;0.999;0.059;88;1.000;0.999;0.999;0.059;88
MyDental;0.992;0.952;0.970;0.010;88;0.992;0.952;0.970;0.010;88
Bicis_Feature_Model;0.612;0.375;0.457;0.006;88;0.979;0.600;0.731;0.006;55
Maquina de Cae;0.976;0.792;0.855;0.035;88;0.976;0.792;0.855;0.035;88
test gv;1.000;0.973;0.985;0.031;88;1.000;0.973;0.985;0.031;88
E-Shop, magister2014;0.835;0.632;0.700;0.018;88;0.954;0.722;0.800;0.018;77
E-shop;0.871;0.759;0.804;0.014;88;0.996;0.867;0.918;0.014;77
UPL;0.867;0.708;0.777;0.009;88;0.991;0.810;0.888;0.009;77
Hello World;0.990;0.839;0.896;0.034;88;0.990;0.839;0.896;0.034;88
Weather Station;0.974;0.699;0.787;0.021;88;0.974;0.699;0.787;0.021;88
LXEP;0.500;0.438;0.458;0.002;88;1.000;0.875;0.917;0.002;44
Xor Example;0.997;0.722;0.827;0.020;88;0.997;0.722;0.827;0.020;88
Implementacion;0.482;0.393;0.429;0.003;88;0.964;0.786;0.858;0.003;44
ordem;0.852;0.730;0.776;0.027;88;0.974;0.834;0.887;0.027;77
ID;0.375;0.375;0.375;0.000;88;1.000;1.000;1.000;0.000;33
Observatorio;0.622;0.359;0.434;0.004;88;0.995;0.575;0.694;0.004;55
eshop;0.745;0.569;0.630;0.009;88;0.994;0.759;0.839;0.009;66
AA;0.724;0.594;0.650;0.016;88;0.966;0.792;0.867;0.016;66
E-SHOP;0.614;0.422;0.496;0.008;88;0.982;0.675;0.793;0.008;55
Example Product Line Course Using SPLOT;0.602;0.384;0.464;0.014;88;0.962;0.614;0.742;0.014;55
AvionFEatures;0.740;0.521;0.609;0.012;88;0.987;0.694;0.813;0.012;66
search engine;0.863;0.660;0.743;0.008;88;0.987;0.754;0.849;0.008;77
