CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
IBk;0.642;0.479;0.527;0.014;605;0.679;0.506;0.558;0.015;572
SVM_Poly[3,2.0,0.5];0.680;0.633;0.636;0.014;605;0.692;0.645;0.647;0.015;594
PART;0.518;0.460;0.464;0.014;605;0.712;0.633;0.638;0.018;440
REPTree;0.251;0.212;0.221;0.014;605;0.726;0.612;0.640;0.027;209
RandomForest;0.885;0.489;0.597;0.014;605;0.936;0.517;0.631;0.015;572
RandomCommittee;0.706;0.553;0.591;0.014;605;0.747;0.585;0.626;0.015;572
JRip;0.420;0.437;0.409;0.014;605;0.679;0.708;0.662;0.020;374
J48;0.200;0.181;0.188;0.014;605;0.918;0.827;0.861;0.035;132


VALIDITY RATIO;(F)
min;0.000488
avg;0.014471
max;0.058594

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.3];0.538;0.430;0.454;0.014;4840;0.751;0.601;0.634;0.018;3465

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Loja Virtual;0.861;0.821;0.838;0.027;88;0.861;0.821;0.838;0.027;88
Matrix chain multiplication;0.290;0.142;0.174;0.007;88;0.464;0.227;0.278;0.007;55
SmartHome- Simplified Sample;0.642;0.550;0.572;0.005;88;0.856;0.733;0.763;0.005;66
E-shop;0.569;0.478;0.501;0.014;88;0.759;0.638;0.668;0.014;66
UPL;0.611;0.597;0.595;0.009;88;0.699;0.683;0.680;0.009;77
SmartHome_vConejero_r1;0.210;0.313;0.225;0.001;88;0.561;0.833;0.601;0.001;33
Weather Station;0.500;0.415;0.438;0.021;88;0.667;0.553;0.584;0.021;66
27-5-207 test;0.754;0.614;0.664;0.021;88;0.754;0.614;0.664;0.021;88
Test;0.179;0.232;0.187;0.003;88;0.478;0.619;0.500;0.003;33
Xor Example;0.639;0.388;0.445;0.020;88;0.852;0.517;0.593;0.020;66
Implementacion;0.328;0.179;0.203;0.003;88;0.657;0.357;0.405;0.003;44
Xor Example 2;0.929;0.790;0.845;0.035;88;0.929;0.790;0.845;0.035;88
ordem;0.654;0.563;0.558;0.027;88;0.747;0.643;0.638;0.027;77
Observatorio;0.371;0.156;0.203;0.004;88;0.742;0.313;0.405;0.004;44
XOR NEW;0.960;0.754;0.837;0.043;88;0.960;0.754;0.837;0.043;88
SimpleModel;0.388;0.224;0.258;0.012;88;0.622;0.358;0.413;0.012;55
Ubuntu;0.215;0.146;0.152;0.006;88;0.343;0.233;0.242;0.006;55
mo;0.871;0.885;0.875;0.029;88;0.871;0.885;0.875;0.029;88
JDFM;0.376;0.231;0.274;0.010;88;0.501;0.308;0.366;0.010;66
NovoSiga;0.474;0.406;0.420;0.010;88;0.632;0.542;0.560;0.010;66
ubuntu;0.400;0.188;0.245;0.009;88;0.799;0.375;0.489;0.009;44
Rotation1;0.457;0.288;0.300;0.005;88;0.731;0.460;0.480;0.005;55
Imolementacion II;0.061;0.083;0.067;0.001;88;0.485;0.667;0.534;0.001;11
Cellphone;0.331;0.188;0.233;0.007;88;0.529;0.300;0.373;0.007;55
Mobile Media v3;0.237;0.313;0.264;0.001;88;0.631;0.833;0.704;0.001;33
Jogo;0.519;0.375;0.400;0.002;88;0.830;0.600;0.640;0.002;55
desordem;0.698;0.580;0.616;0.027;88;0.798;0.663;0.704;0.027;77
Basic Car;0.562;0.516;0.518;0.008;88;0.750;0.688;0.691;0.008;66
1;0.650;0.429;0.499;0.007;88;0.866;0.571;0.666;0.007;66
Sylvain Example;0.305;0.162;0.189;0.005;88;0.610;0.325;0.378;0.005;44
Car;0.497;0.354;0.396;0.006;88;0.662;0.472;0.528;0.006;66
HandlingSystem;0.121;0.250;0.159;0.000;88;0.485;1.000;0.636;0.000;22
Assistente de Compras;0.529;0.391;0.443;0.012;88;0.705;0.521;0.590;0.012;66
MyFeatureModel;0.565;0.454;0.490;0.017;88;0.753;0.605;0.654;0.017;66
ROOT;0.971;0.948;0.959;0.047;88;0.971;0.948;0.959;0.047;88
SPL_e_commerce;0.701;0.594;0.612;0.027;88;0.801;0.679;0.700;0.027;77
Website;0.973;0.980;0.977;0.031;88;0.973;0.980;0.977;0.031;88
VOD feature model;0.980;0.918;0.945;0.016;88;0.980;0.918;0.945;0.016;88
Mauricio Alférez;0.501;0.375;0.398;0.005;88;0.668;0.500;0.530;0.005;66
Asghar;0.582;0.426;0.488;0.016;88;0.776;0.568;0.651;0.016;66
Analisis;0.340;0.208;0.242;0.003;88;0.681;0.417;0.485;0.003;44
Autosoft;0.883;0.703;0.774;0.055;88;0.883;0.703;0.774;0.055;88
PC model;0.564;0.382;0.438;0.009;88;0.645;0.437;0.501;0.009;77
ESCA Embeeded System;0.276;0.138;0.176;0.005;88;0.442;0.220;0.282;0.005;55
Match de foot;0.797;0.852;0.814;0.008;88;0.911;0.973;0.931;0.008;77
