CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
IBk;0.401;0.300;0.322;0.014;3080;0.520;0.389;0.418;0.016;2376
SVM_Poly[3,2.0,0.5];0.469;0.349;0.378;0.014;3080;0.608;0.453;0.490;0.016;2376
PART;0.300;0.259;0.259;0.014;3080;0.604;0.521;0.522;0.021;1529
REPTree;0.120;0.106;0.107;0.014;3080;0.762;0.672;0.680;0.032;484
RandomForest;0.691;0.215;0.290;0.014;3080;0.876;0.273;0.367;0.016;2431
RandomCommittee;0.507;0.312;0.356;0.014;3080;0.643;0.396;0.451;0.016;2431
JRip;0.265;0.250;0.245;0.014;3080;0.604;0.568;0.558;0.022;1353
J48;0.091;0.084;0.086;0.014;3080;0.879;0.814;0.835;0.045;319


VALIDITY RATIO;(F)
min;0.000061
avg;0.013534
max;0.131836

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.1];0.356;0.234;0.255;0.014;24640;0.659;0.434;0.473;0.018;13299

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Mobile phone;0.170;0.088;0.079;0.010;88;0.680;0.350;0.315;0.010;22
Visit Indonesia Apps;0.616;0.354;0.415;0.010;88;0.703;0.405;0.474;0.010;77
Buzzard Radio play DB;0.942;0.879;0.906;0.027;88;0.942;0.879;0.906;0.027;88
MyDental;0.598;0.402;0.446;0.010;88;0.798;0.536;0.594;0.010;66
Bicis_Feature_Model;0.119;0.063;0.071;0.006;88;0.475;0.250;0.286;0.006;22
test gv;0.581;0.387;0.448;0.031;88;0.774;0.516;0.597;0.031;66
E-Shop, magister2014;0.285;0.174;0.184;0.018;88;0.569;0.347;0.368;0.018;44
pruebapalabras;0.424;0.137;0.193;0.004;88;0.679;0.219;0.309;0.004;55
