CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
IBk;0.518;0.291;0.347;0.014;605;0.730;0.410;0.489;0.018;429
SVM_Poly[3,2.0,0.5];0.623;0.343;0.411;0.014;605;0.778;0.429;0.513;0.017;484
PART;0.320;0.207;0.231;0.014;605;0.765;0.495;0.553;0.024;253
REPTree;0.112;0.079;0.086;0.014;605;0.881;0.621;0.678;0.039;77
RandomForest;0.709;0.219;0.297;0.014;605;0.907;0.280;0.380;0.017;473
RandomCommittee;0.621;0.316;0.390;0.014;605;0.795;0.404;0.499;0.017;473
JRip;0.314;0.242;0.259;0.014;605;0.786;0.604;0.647;0.024;242
J48;0.096;0.095;0.095;0.014;605;0.882;0.874;0.871;0.037;66


VALIDITY RATIO;(F)
min;0.000488
avg;0.014471
max;0.058594

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.1];0.414;0.224;0.265;0.014;4840;0.803;0.434;0.513;0.020;2497

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Loja Virtual;0.774;0.632;0.674;0.027;88;0.885;0.722;0.770;0.027;77
Matrix chain multiplication;0.355;0.092;0.137;0.007;88;0.711;0.183;0.274;0.007;44
SmartHome- Simplified Sample;0.447;0.263;0.310;0.005;88;0.894;0.525;0.619;0.005;44
E-shop;0.491;0.177;0.248;0.014;88;0.786;0.283;0.396;0.014;55
UPL;0.497;0.264;0.319;0.009;88;0.795;0.422;0.510;0.009;55
SmartHome_vConejero_r1;0.067;0.063;0.060;0.001;88;0.538;0.500;0.477;0.001;11
Weather Station;0.466;0.170;0.245;0.021;88;0.746;0.273;0.391;0.021;55
27-5-207 test;0.734;0.381;0.454;0.021;88;0.838;0.435;0.518;0.021;77
Test;0.133;0.071;0.085;0.003;88;0.532;0.286;0.342;0.003;22
Xor Example;0.528;0.153;0.227;0.020;88;0.844;0.245;0.363;0.020;55
Implementacion;0.265;0.054;0.086;0.003;88;0.707;0.143;0.229;0.003;33
Xor Example 2;0.641;0.286;0.390;0.035;88;0.855;0.382;0.519;0.035;66
ordem;0.499;0.219;0.296;0.027;88;0.665;0.292;0.395;0.027;66
Observatorio;0.250;0.219;0.223;0.004;88;0.667;0.583;0.594;0.004;33
XOR NEW;0.799;0.469;0.572;0.043;88;0.913;0.536;0.654;0.043;77
SimpleModel;0.426;0.151;0.207;0.012;88;0.681;0.242;0.332;0.012;55
Ubuntu;0.138;0.104;0.109;0.006;88;0.552;0.417;0.435;0.006;22
mo;0.745;0.546;0.604;0.029;88;0.851;0.624;0.690;0.029;77
JDFM;0.281;0.063;0.097;0.010;88;0.750;0.167;0.260;0.010;33
NovoSiga;0.384;0.194;0.241;0.010;88;0.768;0.388;0.482;0.010;44
ubuntu;0.402;0.188;0.206;0.009;88;0.805;0.375;0.413;0.009;44
Rotation1;0.279;0.238;0.229;0.005;88;0.743;0.633;0.609;0.005;33
Imolementacion II;0.000;0.000;0.000;0.001;88;0.000;0.000;0.000;0.000;0
Cellphone;0.342;0.125;0.164;0.007;88;0.684;0.250;0.327;0.007;44
Mobile Media v3;0.000;0.000;0.000;0.001;88;0.000;0.000;0.000;0.000;0
Jogo;0.125;0.063;0.083;0.002;88;1.000;0.500;0.667;0.002;11
desordem;0.440;0.221;0.287;0.027;88;0.704;0.354;0.459;0.027;55
Basic Car;0.433;0.234;0.290;0.008;88;0.866;0.469;0.581;0.008;44
1;0.189;0.080;0.106;0.007;88;0.758;0.321;0.425;0.007;22
Sylvain Example;0.378;0.125;0.180;0.005;88;0.756;0.250;0.360;0.005;44
Car;0.247;0.229;0.219;0.006;88;0.659;0.611;0.584;0.006;33
HandlingSystem;0.059;0.125;0.076;0.000;88;0.476;1.000;0.606;0.000;11
Assistente de Compras;0.517;0.229;0.305;0.012;88;0.827;0.367;0.488;0.012;55
MyFeatureModel;0.411;0.129;0.175;0.017;88;0.822;0.257;0.350;0.017;44
ROOT;0.939;0.833;0.869;0.047;88;0.939;0.833;0.869;0.047;88
SPL_e_commerce;0.687;0.317;0.393;0.027;88;0.785;0.362;0.449;0.027;77
Website;0.855;0.732;0.768;0.031;88;0.977;0.837;0.878;0.031;77
VOD feature model;0.595;0.379;0.447;0.016;88;0.952;0.606;0.715;0.016;55
Mauricio Alférez;0.529;0.288;0.321;0.005;88;0.847;0.460;0.513;0.005;55
Asghar;0.600;0.242;0.297;0.016;88;0.800;0.323;0.396;0.016;66
Analisis;0.275;0.188;0.199;0.003;88;0.550;0.375;0.397;0.003;44
Autosoft;0.755;0.382;0.477;0.055;88;0.863;0.436;0.545;0.055;77
PC model;0.264;0.056;0.086;0.009;88;0.704;0.148;0.231;0.009;33
ESCA Embeeded System;0.289;0.063;0.097;0.005;88;0.770;0.167;0.259;0.005;33
Match de foot;0.423;0.297;0.331;0.008;88;0.845;0.594;0.661;0.008;44
CarExample;0.000;0.000;0.000;0.001;88;0.000;0.000;0.000;0.000;0
ETRobocon;0.971;0.905;0.929;0.059;88;0.971;0.905;0.929;0.059;88
asdsfa ewtwwe;0.125;0.010;0.019;0.006;88;1.000;0.083;0.154;0.006;11
ZMUConcernExample;0.286;0.141;0.178;0.004;88;0.761;0.375;0.476;0.004;33
collapse_view_example;0.512;0.145;0.208;0.015;88;0.819;0.232;0.332;0.015;55
E-portal;0.401;0.172;0.213;0.008;88;0.802;0.344;0.426;0.008;44
r;0.518;0.180;0.253;0.041;88;0.829;0.288;0.404;0.041;55
poker spl;0.315;0.155;0.199;0.010;88;0.629;0.310;0.397;0.010;44
erewr;0.505;0.188;0.258;0.012;88;0.808;0.300;0.413;0.012;55
Webshop_SPLE2014_Chalmers;0.196;0.094;0.106;0.004;88;0.785;0.375;0.424;0.004;22
