Constraints;Count;SVM_RBF[5.0]_min;SVM_RBF[5.0]_Q1;SVM_RBF[5.0]_Q2;SVM_RBF[5.0]_Q3;SVM_RBF[5.0]_max;LogisticModelTree_min;LogisticModelTree_Q1;LogisticModelTree_Q2;LogisticModelTree_Q3;LogisticModelTree_max;HoeffdingTree_min;HoeffdingTree_Q1;HoeffdingTree_Q2;HoeffdingTree_Q3;HoeffdingTree_max;SVM_Poly[3,2.0,0.5]_min;SVM_Poly[3,2.0,0.5]_Q1;SVM_Poly[3,2.0,0.5]_Q2;SVM_Poly[3,2.0,0.5]_Q3;SVM_Poly[3,2.0,0.5]_max;RandomForest_min;RandomForest_Q1;RandomForest_Q2;RandomForest_Q3;RandomForest_max;REPTree_min;REPTree_Q1;REPTree_Q2;REPTree_Q3;REPTree_max;RandomCommittee_min;RandomCommittee_Q1;RandomCommittee_Q2;RandomCommittee_Q3;RandomCommittee_max;StochasticGradientDescend_min;StochasticGradientDescend_Q1;StochasticGradientDescend_Q2;StochasticGradientDescend_Q3;StochasticGradientDescend_max;SVM_Puk[1.0, 0.1]_min;SVM_Puk[1.0, 0.1]_Q1;SVM_Puk[1.0, 0.1]_Q2;SVM_Puk[1.0, 0.1]_Q3;SVM_Puk[1.0, 0.1]_max;NaiveBayesUpdateable_min;NaiveBayesUpdateable_Q1;NaiveBayesUpdateable_Q2;NaiveBayesUpdateable_Q3;NaiveBayesUpdateable_max;MultilayerPerceptron[a]_min;MultilayerPerceptron[a]_Q1;MultilayerPerceptron[a]_Q2;MultilayerPerceptron[a]_Q3;MultilayerPerceptron[a]_max;J48_min;J48_Q1;J48_Q2;J48_Q3;J48_max
2;6;1.000;1.000;1.000;1.000;1.000;0.789;0.857;1.000;1.000;NaN;0.008;0.011;0.021;0.672;NaN;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.800;0.824;0.987;0.991;1.000;0.704;1.000;1.000;1.000;1.000;0.125;NaN;NaN;NaN;NaN;1.000;1.000;1.000;1.000;1.000;0.182;0.438;NaN;NaN;NaN;0.914;0.941;0.970;0.991;1.000;0.724;0.875;0.996;NaN;NaN
3;3;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.004;0.004;0.365;NaN;NaN;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.941;0.941;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;NaN;NaN;NaN;NaN;NaN;1.000;1.000;1.000;1.000;1.000;0.051;0.051;NaN;NaN;NaN;0.783;0.783;0.960;0.993;0.993;0.960;0.960;0.982;0.993;0.993
8;1;1.000;1.000;1.000;1.000;1.000;0.738;0.738;0.738;0.738;0.738;NaN;NaN;NaN;NaN;NaN;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.921;0.921;0.921;0.921;0.921;0.892;0.892;0.892;0.892;0.892;NaN;NaN;NaN;NaN;NaN;1.000;1.000;1.000;1.000;1.000;NaN;NaN;NaN;NaN;NaN;0.988;0.988;0.988;0.988;0.988;0.738;0.738;0.738;0.738;0.738
10;1;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.482;0.482;0.482;0.482;0.482;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;NaN;NaN;NaN;NaN;NaN;1.000;1.000;1.000;1.000;1.000;0.198;0.198;0.198;0.198;0.198;0.868;0.868;0.868;0.868;0.868;0.993;0.993;0.993;0.993;0.993
12;2;1.000;1.000;1.000;1.000;1.000;0.857;0.857;0.857;0.857;0.857;0.002;0.002;NaN;NaN;NaN;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.667;0.667;NaN;NaN;NaN;1.000;1.000;1.000;1.000;1.000;NaN;NaN;NaN;NaN;NaN;1.000;1.000;1.000;1.000;1.000;NaN;NaN;NaN;NaN;NaN;0.957;0.957;0.957;0.957;0.957;NaN;NaN;NaN;NaN;NaN

