Constraints;Count;SVM_RBF[5.0]_min;SVM_RBF[5.0]_Q1;SVM_RBF[5.0]_Q2;SVM_RBF[5.0]_Q3;SVM_RBF[5.0]_max;LogisticModelTree_min;LogisticModelTree_Q1;LogisticModelTree_Q2;LogisticModelTree_Q3;LogisticModelTree_max;HoeffdingTree_min;HoeffdingTree_Q1;HoeffdingTree_Q2;HoeffdingTree_Q3;HoeffdingTree_max;SVM_Poly[3,2.0,0.5]_min;SVM_Poly[3,2.0,0.5]_Q1;SVM_Poly[3,2.0,0.5]_Q2;SVM_Poly[3,2.0,0.5]_Q3;SVM_Poly[3,2.0,0.5]_max;RandomForest_min;RandomForest_Q1;RandomForest_Q2;RandomForest_Q3;RandomForest_max;REPTree_min;REPTree_Q1;REPTree_Q2;REPTree_Q3;REPTree_max;RandomCommittee_min;RandomCommittee_Q1;RandomCommittee_Q2;RandomCommittee_Q3;RandomCommittee_max;StochasticGradientDescend_min;StochasticGradientDescend_Q1;StochasticGradientDescend_Q2;StochasticGradientDescend_Q3;StochasticGradientDescend_max;SVM_Puk[1.0, 0.1]_min;SVM_Puk[1.0, 0.1]_Q1;SVM_Puk[1.0, 0.1]_Q2;SVM_Puk[1.0, 0.1]_Q3;SVM_Puk[1.0, 0.1]_max;NaiveBayesUpdateable_min;NaiveBayesUpdateable_Q1;NaiveBayesUpdateable_Q2;NaiveBayesUpdateable_Q3;NaiveBayesUpdateable_max;MultilayerPerceptron[a]_min;MultilayerPerceptron[a]_Q1;MultilayerPerceptron[a]_Q2;MultilayerPerceptron[a]_Q3;MultilayerPerceptron[a]_max;J48_min;J48_Q1;J48_Q2;J48_Q3;J48_max
3;4;1.000;1.000;1.000;1.000;1.000;0.750;0.867;0.992;1.000;1.000;NaN;NaN;NaN;NaN;NaN;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.929;0.956;0.984;NaN;NaN;0.750;0.875;1.000;1.000;1.000;NaN;NaN;NaN;NaN;NaN;1.000;1.000;1.000;1.000;1.000;0.067;0.237;NaN;NaN;NaN;0.750;0.866;0.984;0.987;0.989;0.982;0.984;0.987;NaN;NaN
10;1;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.425;0.425;0.425;0.425;0.425;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.994;0.994;0.994;0.994;0.994;1.000;1.000;1.000;1.000;1.000;NaN;NaN;NaN;NaN;NaN;1.000;1.000;1.000;1.000;1.000;0.425;0.425;0.425;0.425;0.425;0.953;0.953;0.953;0.953;0.953;0.994;0.994;0.994;0.994;0.994

