CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.746;0.421;0.496;0.013;15;0.860;0.486;0.573;0.015;13
SVM_RBF[5.0];1.000;1.000;1.000;0.013;15;1.000;1.000;1.000;0.013;15
HoeffdingTree;0.113;0.091;0.078;0.013;15;0.188;0.151;0.130;0.017;9
SVM_Poly[3,2.0,0.5];1.000;1.000;1.000;0.013;15;1.000;1.000;1.000;0.013;15
REPTree;0.918;0.701;0.760;0.013;15;0.918;0.701;0.760;0.013;15
RandomForest;1.000;1.000;1.000;0.013;15;1.000;1.000;1.000;0.013;15
StochasticGradientDescend;0.058;0.079;0.066;0.013;15;0.216;0.295;0.246;0.033;4
RandomCommittee;0.918;0.656;0.716;0.013;15;0.918;0.656;0.716;0.013;15
NaiveBayesUpdateable;0.097;0.020;0.033;0.013;15;0.483;0.101;0.167;0.035;3
SVM_Puk[1.0, 0.1];1.000;1.000;1.000;0.013;15;1.000;1.000;1.000;0.013;15
MultilayerPerceptron[a];1.000;0.800;0.876;0.013;15;1.000;0.800;0.876;0.013;15
J48;0.353;0.303;0.320;0.013;15;0.884;0.757;0.801;0.023;6


VALIDITY RATIO;(F)
min;0.001953
avg;0.013192
max;0.049072

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.683;0.589;0.612;0.013;180;0.879;0.757;0.787;0.015;140

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Parking lot Manager;0.525;0.451;0.470;0.002;12;0.901;0.773;0.806;0.002;7
Telecommunication_System;0.577;0.447;0.484;0.005;12;0.989;0.767;0.830;0.005;7
Movil;0.750;0.695;0.701;0.007;12;0.900;0.834;0.841;0.007;10
WB2;0.864;0.814;0.824;0.049;12;0.864;0.814;0.824;0.049;12
Matrix chain multiplication;0.639;0.484;0.528;0.008;12;0.958;0.727;0.793;0.008;8
Cellphone;0.657;0.522;0.549;0.007;12;0.985;0.783;0.823;0.007;8
FM with optional XOR;0.742;0.720;0.730;0.005;12;0.890;0.864;0.876;0.005;10
27-5-207 test;0.583;0.616;0.589;0.021;12;0.777;0.822;0.785;0.021;9
Test;0.647;0.490;0.529;0.004;12;0.863;0.653;0.705;0.004;9
Implementacion;0.667;0.500;0.554;0.004;12;0.889;0.667;0.739;0.004;9
CFDP Library;0.945;0.843;0.862;0.039;12;0.945;0.843;0.862;0.039;12
Pruebas;0.667;0.500;0.556;0.002;12;1.000;0.750;0.833;0.002;8
JCS;0.688;0.650;0.664;0.024;12;0.751;0.709;0.725;0.024;11
Cell-Phone-SPL-2014-Mined;0.625;0.539;0.542;0.004;12;0.834;0.719;0.722;0.004;9
FMConfig;0.676;0.564;0.599;0.017;12;0.737;0.616;0.654;0.017;11
