CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.879;0.610;0.679;0.018;7;0.879;0.610;0.679;0.018;7
SVM_RBF[5.0];1.000;1.000;1.000;0.018;7;1.000;1.000;1.000;0.018;7
HoeffdingTree;0.241;0.155;0.166;0.018;7;0.338;0.216;0.232;0.020;5
SVM_Poly[3,2.0,0.5];1.000;1.000;1.000;0.018;7;1.000;1.000;1.000;0.018;7
REPTree;0.930;0.797;0.829;0.018;7;0.930;0.797;0.829;0.018;7
RandomForest;1.000;1.000;1.000;0.018;7;1.000;1.000;1.000;0.018;7
StochasticGradientDescend;0.124;0.169;0.141;0.018;7;0.289;0.393;0.328;0.037;3
RandomCommittee;0.929;0.786;0.807;0.018;7;0.929;0.786;0.807;0.018;7
NaiveBayesUpdateable;0.207;0.043;0.071;0.018;7;0.725;0.151;0.250;0.044;2
SVM_Puk[1.0, 0.1];1.000;1.000;1.000;0.018;7;1.000;1.000;1.000;0.018;7
MultilayerPerceptron[a];1.000;0.826;0.888;0.018;7;1.000;0.826;0.888;0.018;7
J48;0.422;0.386;0.402;0.018;7;0.984;0.900;0.938;0.031;3


VALIDITY RATIO;(F)
min;0.001953
avg;0.017822
max;0.049072

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.728;0.647;0.665;0.018;84;0.886;0.788;0.810;0.020;69

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
27-5-207 test;0.583;0.616;0.589;0.021;12;0.777;0.822;0.785;0.021;9
WB2;0.864;0.814;0.824;0.049;12;0.864;0.814;0.824;0.049;12
Implementacion;0.667;0.500;0.554;0.004;12;0.889;0.667;0.739;0.004;9
CFDP Library;0.945;0.843;0.862;0.039;12;0.945;0.843;0.862;0.039;12
Pruebas;0.667;0.500;0.556;0.002;12;1.000;0.750;0.833;0.002;8
Cell-Phone-SPL-2014-Mined;0.625;0.539;0.542;0.004;12;0.834;0.719;0.722;0.004;9
FM with optional XOR;0.742;0.720;0.730;0.005;12;0.890;0.864;0.876;0.005;10
