CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.950;0.619;0.700;0.011;5;0.950;0.619;0.700;0.011;5
SVM_RBF[5.0];1.000;1.000;1.000;0.011;5;1.000;1.000;1.000;0.011;5
HoeffdingTree;0.195;0.117;0.115;0.011;5;0.244;0.146;0.144;0.013;4
SVM_Poly[3,2.0,0.5];1.000;1.000;1.000;0.011;5;1.000;1.000;1.000;0.011;5
REPTree;0.940;0.724;0.787;0.011;5;0.940;0.724;0.787;0.011;5
RandomForest;1.000;1.000;1.000;0.011;5;1.000;1.000;1.000;0.011;5
StochasticGradientDescend;0.075;0.104;0.087;0.011;5;0.374;0.520;0.435;0.039;1
RandomCommittee;1.000;0.700;0.796;0.011;5;1.000;0.700;0.796;0.011;5
NaiveBayesUpdateable;0.200;0.042;0.070;0.011;5;1.000;0.213;0.351;0.039;1
SVM_Puk[1.0, 0.1];1.000;1.000;1.000;0.011;5;1.000;1.000;1.000;0.011;5
MultilayerPerceptron[a];1.000;0.757;0.843;0.011;5;1.000;0.757;0.843;0.011;5
J48;0.390;0.381;0.385;0.011;5;0.976;0.951;0.964;0.022;2


VALIDITY RATIO;(F)
min;0.001953
avg;0.010840
max;0.039063

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.729;0.620;0.649;0.011;60;0.912;0.775;0.811;0.013;48

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Implementacion;0.667;0.500;0.554;0.004;12;0.889;0.667;0.739;0.004;9
CFDP Library;0.945;0.843;0.862;0.039;12;0.945;0.843;0.862;0.039;12
Pruebas;0.667;0.500;0.556;0.002;12;1.000;0.750;0.833;0.002;8
Cell-Phone-SPL-2014-Mined;0.625;0.539;0.542;0.004;12;0.834;0.719;0.722;0.004;9
FM with optional XOR;0.742;0.720;0.730;0.005;12;0.890;0.864;0.876;0.005;10
