CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.865;0.917;0.877;0.004;3;0.865;0.917;0.877;0.004;3
SVM_RBF[5.0];1.000;1.000;1.000;0.004;3;1.000;1.000;1.000;0.004;3
HoeffdingTree;0.001;0.058;0.001;0.004;3;0.001;0.087;0.002;0.004;2
SVM_Poly[3,2.0,0.5];1.000;1.000;1.000;0.004;3;1.000;1.000;1.000;0.004;3
REPTree;0.567;0.379;0.444;0.004;3;0.850;0.568;0.667;0.004;2
RandomForest;1.000;1.000;1.000;0.004;3;1.000;1.000;1.000;0.004;3
StochasticGradientDescend;0.000;0.000;0.000;0.004;3;0.000;0.000;0.000;0.000;0
RandomCommittee;1.000;1.000;1.000;0.004;3;1.000;1.000;1.000;0.004;3
NaiveBayesUpdateable;0.000;0.000;0.000;0.004;3;0.000;0.000;0.000;0.000;0
SVM_Puk[1.0, 0.1];1.000;1.000;1.000;0.004;3;1.000;1.000;1.000;0.004;3
MultilayerPerceptron[a];1.000;0.914;0.955;0.004;3;1.000;0.914;0.955;0.004;3
J48;0.000;0.000;0.000;0.004;3;0.000;0.000;0.000;0.000;0


VALIDITY RATIO;(F)
min;0.002930
avg;0.003743
max;0.005371

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.619;0.606;0.606;0.004;36;0.892;0.872;0.873;0.004;25

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Sylvain Example;0.606;0.596;0.598;0.004;24;0.909;0.894;0.897;0.004;16
Final model;0.646;0.625;0.624;0.003;12;0.861;0.833;0.831;0.003;9
