CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.304;0.295;0.295;0.002;35;0.887;0.860;0.859;0.003;12
SVM_Poly[3,2.0,0.5];1.000;1.000;1.000;0.002;35;1.000;1.000;1.000;0.002;35
REPTree;0.682;0.505;0.544;0.002;35;0.919;0.679;0.732;0.003;26
RandomForest;1.000;1.000;1.000;0.002;35;1.000;1.000;1.000;0.002;35
StochasticGradientDescend;0.002;0.118;0.004;0.002;35;0.006;0.411;0.013;0.004;10
RandomCommittee;0.431;0.450;0.420;0.002;35;0.837;0.875;0.816;0.002;18
NaiveBayesUpdateable;0.138;0.036;0.054;0.002;35;0.689;0.182;0.270;0.005;7
MultilayerPerceptron[a];0.971;0.922;0.943;0.002;35;1.000;0.949;0.971;0.002;34
J48;0.246;0.257;0.250;0.002;35;0.955;1.000;0.972;0.004;9


VALIDITY RATIO;(F)
min;0.000046
avg;0.001940
max;0.013672

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.530;0.509;0.501;0.002;315;0.898;0.862;0.848;0.003;186

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Mobile Media;0.422;0.339;0.368;0.001;9;0.950;0.762;0.829;0.001;4
GuideAgent;0.542;0.515;0.526;0.000;9;0.975;0.927;0.947;0.000;5
Mobile Phone Product Line;0.444;0.354;0.369;0.001;9;1.000;0.798;0.830;0.001;4
SIGA-lctf-fta;0.887;0.893;0.806;0.001;9;0.887;0.893;0.806;0.001;9
Mobile_Media_Gabriela;0.333;0.333;0.333;0.000;9;1.000;1.000;1.000;0.000;3
AudioPlayer;0.501;0.586;0.520;0.001;9;0.751;0.878;0.779;0.001;6
EventosPerez;0.892;0.952;0.866;0.014;9;0.892;0.952;0.866;0.014;9
Mobile Media until relase 7;0.889;0.905;0.806;0.001;9;0.889;0.905;0.806;0.001;9
SysML Model;0.333;0.333;0.333;0.000;9;1.000;1.000;1.000;0.000;3
PPU;0.333;0.333;0.333;0.000;9;1.000;1.000;1.000;0.000;3
Willian Oizumi - Mobile Media;0.577;0.593;0.582;0.001;9;0.742;0.762;0.749;0.001;7
celular;0.222;0.222;0.222;0.000;9;1.000;1.000;1.000;0.000;2
Tienda Virtual PUJ;0.659;0.776;0.705;0.006;9;0.659;0.776;0.705;0.006;9
Mobile Media Adriano Lages;0.432;0.416;0.423;0.003;9;0.777;0.749;0.762;0.003;5
MISO Uniandes 201411102;0.765;0.756;0.758;0.001;9;0.983;0.971;0.975;0.001;7
Gsist;0.533;0.566;0.529;0.001;9;0.800;0.849;0.793;0.001;6
Mobile  Model;0.422;0.339;0.368;0.001;9;0.950;0.762;0.829;0.001;4
Modelo de Celulares;0.404;0.363;0.381;0.000;9;0.909;0.817;0.857;0.000;4
SMS a Cobrar / Resposta paga;0.444;0.352;0.365;0.001;9;1.000;0.792;0.821;0.001;4
Graph Product Line;0.532;0.450;0.470;0.001;9;0.958;0.810;0.845;0.001;5
MobileMedia_Gustavo;0.441;0.378;0.397;0.003;9;0.991;0.851;0.893;0.003;4
LscSpecSemantics;0.333;0.311;0.321;0.000;9;1.000;0.933;0.963;0.000;3
MobileMedia_BrunoAquino;0.432;0.416;0.423;0.003;9;0.777;0.749;0.762;0.003;5
Small Graph Product Line;0.491;0.416;0.442;0.002;9;0.884;0.749;0.795;0.002;5
MobiLine;0.889;0.794;0.806;0.001;9;1.000;0.893;0.906;0.001;8
DiegoMobileMedia;0.428;0.403;0.414;0.003;9;0.963;0.907;0.931;0.003;4
Monitor_Engine_System;0.389;0.444;0.407;0.000;9;0.875;1.000;0.917;0.000;4
Urna-EMF;0.444;0.346;0.356;0.000;9;1.000;0.778;0.800;0.000;4
Hastane Randevu Sistemi;0.444;0.350;0.362;0.002;9;1.000;0.787;0.815;0.002;4
BuurtPensioen;0.870;0.914;0.827;0.012;9;0.870;0.914;0.827;0.012;9
Master;0.435;0.380;0.397;0.002;9;0.978;0.855;0.894;0.002;4
variabilidad;0.778;0.778;0.778;0.000;9;1.000;1.000;1.000;0.000;7
daniel souza;0.437;0.432;0.434;0.003;9;0.786;0.777;0.781;0.003;5
Basic Text Editor;0.778;0.741;0.756;0.001;9;0.875;0.833;0.850;0.001;8
SmartPhone Device;0.407;0.343;0.350;0.001;9;0.917;0.771;0.787;0.001;4
