CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LWL;0.800;0.531;0.610;0.018;10;1.000;0.663;0.762;0.022;8
SVM_RBF[2.0];0.800;0.768;0.783;0.018;10;1.000;0.961;0.978;0.022;8
SVM_RBF[5.0];1.000;1.000;1.000;0.018;10;1.000;1.000;1.000;0.018;10
IBk;1.000;1.000;1.000;0.018;10;1.000;1.000;1.000;0.018;10
HoeffdingTree;0.100;0.100;0.100;0.018;10;1.000;1.000;1.000;0.059;1
KStar;0.800;0.531;0.610;0.018;10;1.000;0.663;0.762;0.022;8
SVM_Sigmoid[0.1];0.093;0.093;0.093;0.018;10;0.933;0.933;0.933;0.059;1
SVM_Linear;0.356;0.353;0.354;0.018;10;0.891;0.882;0.885;0.023;4
SVM_Puk[1.0, 0.1];1.000;1.000;1.000;0.018;10;1.000;1.000;1.000;0.018;10


VALIDITY RATIO;(F)
min;0.000977
avg;0.018262
max;0.058594

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.661;0.597;0.617;0.018;90;0.992;0.896;0.925;0.022;60

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
UPL;0.764;0.605;0.659;0.009;9;0.982;0.778;0.847;0.009;7
SmartHome_vConejero_r1;0.333;0.333;0.333;0.001;9;1.000;1.000;1.000;0.001;3
Test;0.333;0.333;0.333;0.003;9;1.000;1.000;1.000;0.003;3
ordem;0.667;0.635;0.650;0.027;9;1.000;0.952;0.974;0.027;6
VOD feature model;0.778;0.778;0.778;0.016;9;1.000;1.000;1.000;0.016;7
Asghar;0.667;0.538;0.581;0.016;9;1.000;0.807;0.871;0.016;6
MyFeatureModel;0.667;0.540;0.578;0.017;9;1.000;0.810;0.867;0.017;6
desordem;0.667;0.635;0.650;0.027;9;1.000;0.952;0.974;0.027;6
E-portal;0.750;0.583;0.617;0.008;9;0.964;0.750;0.793;0.008;7
ETRobocon;0.986;0.993;0.989;0.059;9;0.986;0.993;0.989;0.059;9
