CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
PART;0.642;0.809;0.700;0.011;49;0.731;0.922;0.798;0.013;43
JRip;0.723;0.849;0.769;0.011;49;0.805;0.945;0.856;0.012;44


VALIDITY RATIO;(F)
min;0.000061
avg;0.011146
max;0.116272

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.682;0.829;0.735;0.011;98;0.769;0.934;0.828;0.012;87

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
RE Process;1.000;1.000;1.000;0.000;2;1.000;1.000;1.000;0.000;2
Buzzard Radio play DB;1.000;1.000;1.000;0.027;2;1.000;1.000;1.000;0.027;2
BSS_CS5702_G3;1.000;1.000;1.000;0.000;2;1.000;1.000;1.000;0.000;2
pruebapalabras;0.736;0.972;0.828;0.004;2;0.736;0.972;0.828;0.004;2
video on demand;0.333;0.500;0.400;0.002;2;0.667;1.000;0.800;0.002;1
Search_Engine_PL;0.722;1.000;0.836;0.008;2;0.722;1.000;0.836;0.008;2
User Model;0.880;1.000;0.934;0.009;2;0.880;1.000;0.934;0.009;2
Eleição de um prefeito e um vereador;0.000;0.000;0.000;0.001;2;0.000;0.000;0.000;0.000;0
Mobile media v4;0.000;0.000;0.000;0.000;2;0.000;0.000;0.000;0.000;0
Scenario Application;0.593;0.580;0.586;0.003;2;0.593;0.580;0.586;0.003;2
UML-IDE-TOOL;1.000;1.000;1.000;0.094;2;1.000;1.000;1.000;0.094;2
Virtual_Office_of_the_Future;0.500;1.000;0.667;0.003;2;0.500;1.000;0.667;0.003;2
Urna Gleidson;0.731;1.000;0.834;0.001;2;0.731;1.000;0.834;0.001;2
Linha de produtos - SimulES e PnP;0.646;0.833;0.726;0.009;2;0.646;0.833;0.726;0.009;2
Car PL;0.639;1.000;0.779;0.005;2;0.639;1.000;0.779;0.005;2
PhysEval;1.000;1.000;1.000;0.003;2;1.000;1.000;1.000;0.003;2
catalogo;0.500;1.000;0.667;0.000;2;0.500;1.000;0.667;0.000;2
Smartwatch;1.000;1.000;1.000;0.004;2;1.000;1.000;1.000;0.004;2
Mobile Phone, until relase 5;1.000;1.000;1.000;0.001;2;1.000;1.000;1.000;0.001;2
JPlug;0.583;0.700;0.633;0.005;2;0.583;0.700;0.633;0.005;2
Mobile Media;0.500;1.000;0.667;0.000;2;0.500;1.000;0.667;0.000;2
Clinica Medica;0.639;0.958;0.767;0.001;2;0.639;0.958;0.767;0.001;2
Celulares;0.839;1.000;0.904;0.025;2;0.839;1.000;0.904;0.025;2
WB;0.976;1.000;0.988;0.039;2;0.976;1.000;0.988;0.039;2
Mobile Media JULIO;1.000;1.000;1.000;0.001;2;1.000;1.000;1.000;0.001;2
Mobile Phone Software;0.759;0.692;0.669;0.003;2;0.759;0.692;0.669;0.003;2
SA;0.763;0.989;0.857;0.011;2;0.763;0.989;0.857;0.011;2
Simplified Smart Hotel;0.714;1.000;0.831;0.014;2;0.714;1.000;0.831;0.014;2
LeSE - Learning Software Engineering;0.550;1.000;0.708;0.001;2;0.550;1.000;0.708;0.001;2
Carro Model;0.500;0.500;0.495;0.002;2;0.500;0.500;0.495;0.002;2
MiniTV;1.000;1.000;1.000;0.015;2;1.000;1.000;1.000;0.015;2
IDE4OCL;1.000;1.000;1.000;0.004;2;1.000;1.000;1.000;0.004;2
matrices;0.000;0.000;0.000;0.001;2;0.000;0.000;0.000;0.000;0
JhotDrawn;0.822;1.000;0.893;0.063;2;0.822;1.000;0.893;0.063;2
Smart-phone;0.500;0.500;0.500;0.000;2;1.000;1.000;1.000;0.000;1
James;0.736;1.000;0.826;0.004;2;0.736;1.000;0.826;0.004;2
Farnaz koohestani;0.250;0.500;0.333;0.000;2;0.500;1.000;0.667;0.000;1
Car demo;0.750;1.000;0.833;0.003;2;0.750;1.000;0.833;0.003;2
SHIFT QAs;0.583;0.583;0.583;0.001;2;0.583;0.583;0.583;0.001;2
AGORA;0.833;1.000;0.900;0.007;2;0.833;1.000;0.900;0.007;2
Content Store;0.593;0.580;0.586;0.003;2;0.593;0.580;0.586;0.003;2
Pizza;0.883;0.750;0.802;0.012;2;0.883;0.750;0.802;0.012;2
Celular;0.864;1.000;0.921;0.006;2;0.864;1.000;0.921;0.006;2
CTOS MODEL;0.600;1.000;0.750;0.001;2;0.600;1.000;0.750;0.001;2
Pip;0.250;0.500;0.333;0.000;2;0.500;1.000;0.667;0.000;1
ELPS - ISE;0.750;0.985;0.826;0.028;2;0.750;0.985;0.826;0.028;2
TVSmart;0.670;1.000;0.801;0.001;2;0.670;1.000;0.801;0.001;2
LeSE - Learning Software Engineering (Aprendendo Engenharia de Software);0.250;0.500;0.333;0.001;2;0.500;1.000;0.667;0.001;1
Simple Drawing Tools;0.996;1.000;0.998;0.116;2;0.996;1.000;0.998;0.116;2
