CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Logistic;0.440;0.364;0.387;0.011;49;0.635;0.525;0.558;0.015;34


VALIDITY RATIO;(F)
min;0.000061
avg;0.011146
max;0.116272

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.440;0.364;0.387;0.011;49;0.635;0.525;0.558;0.015;34

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
JPlug;0.000;0.000;0.000;0.005;1;0.000;0.000;0.000;0.000;0
RE Process;1.000;1.000;1.000;0.000;1;1.000;1.000;1.000;0.000;1
Buzzard Radio play DB;0.898;0.786;0.838;0.027;1;0.898;0.786;0.838;0.027;1
Mobile Media;0.000;0.000;0.000;0.000;1;0.000;0.000;0.000;0.000;0
Clinica Medica;1.000;0.500;0.667;0.001;1;1.000;0.500;0.667;0.001;1
Celulares;0.689;0.614;0.649;0.025;1;0.689;0.614;0.649;0.025;1
BSS_CS5702_G3;1.000;1.000;1.000;0.000;1;1.000;1.000;1.000;0.000;1
WB;0.768;0.538;0.632;0.039;1;0.768;0.538;0.632;0.039;1
Mobile Media JULIO;0.800;0.667;0.727;0.001;1;0.800;0.667;0.727;0.001;1
Mobile Phone Software;0.000;0.000;0.000;0.003;1;0.000;0.000;0.000;0.000;0
SA;0.750;0.239;0.362;0.011;1;0.750;0.239;0.362;0.011;1
Simplified Smart Hotel;0.000;0.000;0.000;0.014;1;0.000;0.000;0.000;0.014;1
pruebapalabras;0.000;0.000;0.000;0.004;1;0.000;0.000;0.000;0.000;0
video on demand;0.000;0.000;0.000;0.002;1;0.000;0.000;0.000;0.000;0
LeSE - Learning Software Engineering;0.000;0.000;0.000;0.001;1;0.000;0.000;0.000;0.000;0
Carro Model;0.000;0.000;0.000;0.002;1;0.000;0.000;0.000;0.000;0
Search_Engine_PL;0.000;0.000;0.000;0.008;1;0.000;0.000;0.000;0.008;1
MiniTV;0.969;1.000;0.984;0.015;1;0.969;1.000;0.984;0.015;1
IDE4OCL;1.000;1.000;1.000;0.004;1;1.000;1.000;1.000;0.004;1
matrices;0.000;0.000;0.000;0.001;1;0.000;0.000;0.000;0.000;0
JhotDrawn;0.727;0.724;0.725;0.063;1;0.727;0.724;0.725;0.063;1
Smart-phone;0.000;0.000;0.000;0.000;1;0.000;0.000;0.000;0.000;0
User Model;0.438;0.194;0.269;0.009;1;0.438;0.194;0.269;0.009;1
Eleição de um prefeito e um vereador;0.000;0.000;0.000;0.001;1;0.000;0.000;0.000;0.000;0
James;0.500;0.118;0.190;0.004;1;0.500;0.118;0.190;0.004;1
Mobile media v4;0.000;0.000;0.000;0.000;1;0.000;0.000;0.000;0.000;0
Farnaz koohestani;1.000;1.000;1.000;0.000;1;1.000;1.000;1.000;0.000;1
Car demo;0.500;0.333;0.400;0.003;1;0.500;0.333;0.400;0.003;1
SHIFT QAs;0.000;0.000;0.000;0.001;1;0.000;0.000;0.000;0.000;0
Scenario Application;0.000;0.000;0.000;0.003;1;0.000;0.000;0.000;0.003;1
UML-IDE-TOOL;1.000;1.000;1.000;0.094;1;1.000;1.000;1.000;0.094;1
AGORA;0.708;0.567;0.630;0.007;1;0.708;0.567;0.630;0.007;1
Virtual_Office_of_the_Future;0.000;0.000;0.000;0.003;1;0.000;0.000;0.000;0.000;0
Content Store;0.000;0.000;0.000;0.003;1;0.000;0.000;0.000;0.003;1
Urna Gleidson;0.818;1.000;0.900;0.001;1;0.818;1.000;0.900;0.001;1
Pizza;0.478;0.219;0.301;0.012;1;0.478;0.219;0.301;0.012;1
Celular;0.250;0.042;0.071;0.006;1;0.250;0.042;0.071;0.006;1
CTOS MODEL;0.500;0.333;0.400;0.001;1;0.500;0.333;0.400;0.001;1
Pip;1.000;1.000;1.000;0.000;1;1.000;1.000;1.000;0.000;1
ELPS - ISE;0.500;0.346;0.409;0.028;1;0.500;0.346;0.409;0.028;1
TVSmart;0.000;0.000;0.000;0.001;1;0.000;0.000;0.000;0.000;0
Linha de produtos - SimulES e PnP;0.000;0.000;0.000;0.009;1;0.000;0.000;0.000;0.009;1
Car PL;0.000;0.000;0.000;0.005;1;0.000;0.000;0.000;0.005;1
PhysEval;0.800;0.296;0.432;0.003;1;0.800;0.296;0.432;0.003;1
LeSE - Learning Software Engineering (Aprendendo Engenharia de Software);0.000;0.000;0.000;0.001;1;0.000;0.000;0.000;0.000;0
catalogo;0.500;0.333;0.400;0.000;1;0.500;0.333;0.400;0.000;1
Smartwatch;1.000;1.000;1.000;0.004;1;1.000;1.000;1.000;0.004;1
Simple Drawing Tools;0.992;1.000;0.996;0.116;1;0.992;1.000;0.996;0.116;1
Mobile Phone, until relase 5;1.000;1.000;1.000;0.001;1;1.000;1.000;1.000;0.001;1
