CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.451;0.436;0.440;0.006;21;0.947;0.915;0.923;0.013;10
SVM_Poly[3,2.0,0.5];1.000;1.000;1.000;0.006;21;1.000;1.000;1.000;0.006;21
REPTree;0.714;0.617;0.642;0.006;21;0.937;0.810;0.843;0.008;16
RandomForest;1.000;1.000;1.000;0.006;21;1.000;1.000;1.000;0.006;21
StochasticGradientDescend;0.011;0.241;0.020;0.006;21;0.025;0.562;0.046;0.014;9
RandomCommittee;0.794;0.763;0.746;0.006;21;0.926;0.891;0.870;0.007;18
NaiveBayesUpdateable;0.238;0.123;0.147;0.006;21;0.833;0.431;0.515;0.013;6
MultilayerPerceptron[a];0.952;0.903;0.925;0.006;21;1.000;0.949;0.971;0.007;20
J48;0.380;0.379;0.379;0.006;21;0.997;0.995;0.996;0.015;8


VALIDITY RATIO;(F)
min;0.000023
avg;0.006439
max;0.062500

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.616;0.607;0.589;0.006;189;0.902;0.889;0.863;0.009;129

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
myHolidays;0.889;0.934;0.853;0.000;18;0.889;0.934;0.853;0.000;18
Car Software System;0.537;0.435;0.469;0.000;9;0.967;0.783;0.844;0.000;5
Project Portal Suite;0.902;1.000;0.913;0.063;9;0.902;1.000;0.913;0.063;9
Editor de imagem;0.832;0.764;0.772;0.002;9;0.936;0.860;0.868;0.002;8
Mobile media v6;0.333;0.333;0.333;0.000;9;1.000;1.000;1.000;0.000;3
Amazon web services;0.783;0.859;0.787;0.031;9;0.881;0.967;0.885;0.031;8
ComputationalThinking;0.429;0.444;0.436;0.000;9;0.964;1.000;0.981;0.000;4
Software Engineering Course;0.333;0.333;0.333;0.000;9;1.000;1.000;1.000;0.000;3
MobilePhone;0.667;0.667;0.667;0.000;9;1.000;1.000;1.000;0.000;6
OnlineExamPL;0.444;0.444;0.444;0.000;9;1.000;1.000;1.000;0.000;4
IRIS;0.600;0.575;0.543;0.009;9;0.675;0.647;0.611;0.009;8
ISPW-6;0.444;0.407;0.422;0.000;9;1.000;0.917;0.950;0.000;4
Telefonos Moviles;0.528;0.360;0.398;0.000;9;0.950;0.648;0.716;0.000;5
Visual Data Graph;0.487;0.556;0.512;0.007;9;0.731;0.833;0.767;0.007;6
dfffffffffff;0.528;0.411;0.435;0.001;9;0.950;0.740;0.783;0.001;5
Requirements Proces Variability;0.424;0.380;0.398;0.000;9;0.955;0.854;0.896;0.000;4
depresija1;0.775;0.778;0.776;0.000;9;0.872;0.875;0.874;0.000;8
IDE4OCL;0.890;0.952;0.860;0.003;9;0.890;0.952;0.860;0.003;9
Text_Editor;0.433;0.370;0.389;0.002;9;0.975;0.833;0.876;0.002;4
computers;0.777;0.810;0.771;0.016;9;0.874;0.911;0.867;0.016;8
