CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
PART;0.585;0.489;0.517;0.003;38;0.966;0.809;0.854;0.004;23
OneR;0.000;0.000;0.000;0.003;38;0.000;0.000;0.000;0.000;0
ZeroR;0.000;0.000;0.000;0.003;38;0.000;0.000;0.000;0.000;0
JRip;0.618;0.532;0.547;0.003;38;0.978;0.842;0.866;0.004;24


VALIDITY RATIO;(F)
min;0.000122
avg;0.003025
max;0.046143

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.301;0.255;0.266;0.003;152;0.972;0.826;0.860;0.004;47

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
iNavBasic;0.500;0.500;0.500;0.000;4;1.000;1.000;1.000;0.000;2
MobileMedia_LeonardoVasconcelos;0.250;0.250;0.250;0.001;4;1.000;1.000;1.000;0.001;1
Audio Player;0.250;0.083;0.125;0.000;4;1.000;0.333;0.500;0.000;1
Mobile Media;0.500;0.500;0.500;0.001;4;1.000;1.000;1.000;0.001;2
CPS;0.000;0.000;0.000;0.002;4;0.000;0.000;0.000;0.000;0
Urna eletronica Vinicius Cesar;0.000;0.000;0.000;0.000;4;0.000;0.000;0.000;0.000;0
Transmission;0.000;0.000;0.000;0.001;4;0.000;0.000;0.000;0.000;0
Metadata;0.478;0.496;0.486;0.016;4;0.955;0.991;0.973;0.016;2
Coff Feature Model;0.500;0.500;0.500;0.046;4;1.000;1.000;1.000;0.046;2
Cars xpto;0.000;0.000;0.000;0.002;4;0.000;0.000;0.000;0.000;0
Agile Simules;0.450;0.375;0.389;0.001;4;0.900;0.750;0.778;0.001;2
Venza;0.000;0.000;0.000;0.000;4;0.000;0.000;0.000;0.000;0
Web Content Delivery;0.150;0.065;0.091;0.001;4;0.600;0.261;0.364;0.001;1
MobileMedia_Ibraim;0.500;0.500;0.500;0.001;4;1.000;1.000;1.000;0.001;2
Test;0.472;0.267;0.327;0.002;4;0.944;0.533;0.654;0.002;2
e-commerce;0.497;0.313;0.364;0.007;4;0.993;0.627;0.728;0.007;2
SlotsForModules;0.000;0.000;0.000;0.000;4;0.000;0.000;0.000;0.000;0
Estudo Experimental 2;0.500;0.500;0.500;0.000;4;1.000;1.000;1.000;0.000;2
Proceso Analisis;0.500;0.300;0.365;0.000;4;1.000;0.600;0.730;0.000;2
UPT TAM;0.000;0.000;0.000;0.001;4;0.000;0.000;0.000;0.000;0
MobileMedia_Lenita;0.500;0.500;0.500;0.000;4;1.000;1.000;1.000;0.000;2
Technical Solution Process;0.500;0.288;0.317;0.002;4;1.000;0.577;0.633;0.002;2
ACARLOS_car;0.000;0.000;0.000;0.002;4;0.000;0.000;0.000;0.000;0
SD Voter pattern feature model;0.423;0.158;0.177;0.004;4;0.846;0.317;0.354;0.004;2
Pruebas Booleanas;0.250;0.083;0.125;0.001;4;1.000;0.333;0.500;0.001;1
Mobile media v5;0.250;0.250;0.250;0.000;4;1.000;1.000;1.000;0.000;1
smart phone;0.243;0.157;0.191;0.004;4;0.973;0.629;0.764;0.004;1
MobileMedia_MarinaMB;0.500;0.500;0.500;0.001;4;1.000;1.000;1.000;0.001;2
Automóvil;0.000;0.000;0.000;0.001;4;0.000;0.000;0.000;0.000;0
testmodel1;0.000;0.000;0.000;0.001;4;0.000;0.000;0.000;0.000;0
MobileMedia_CarlosEduardoPaulinoSilva;0.500;0.500;0.500;0.001;4;1.000;1.000;1.000;0.001;2
markke core asset testing;0.000;0.000;0.000;0.001;4;0.000;0.000;0.000;0.000;0
Flight Reservations;0.463;0.500;0.480;0.004;4;0.926;1.000;0.960;0.004;2
Cell Phone;0.250;0.213;0.230;0.002;4;1.000;0.852;0.920;0.002;1
robot experiment;0.500;0.400;0.438;0.000;4;1.000;0.800;0.875;0.000;2
MobileMedia_Bruno;0.500;0.500;0.500;0.001;4;1.000;1.000;1.000;0.001;2
VMS;0.500;0.500;0.500;0.001;4;1.000;1.000;1.000;0.001;2
Software-Product;0.500;0.500;0.500;0.008;4;1.000;1.000;1.000;0.008;2
