CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Logistic;0.555;0.444;0.469;0.020;180;0.699;0.558;0.590;0.022;143


VALIDITY RATIO;(F)
min;0.000244
avg;0.019775
max;0.250000

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.555;0.444;0.469;0.020;180;0.699;0.558;0.590;0.022;143

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
sasgd;1.000;0.200;0.333;0.020;1;1.000;0.200;0.333;0.020;1
Mobile phone;0.667;0.400;0.500;0.010;1;0.667;0.400;0.500;0.010;1
CCCMS;1.000;1.000;1.000;0.059;1;1.000;1.000;1.000;0.059;1
MyDental;0.913;1.000;0.955;0.010;1;0.913;1.000;0.955;0.010;1
Bicis_Feature_Model;0.000;0.000;0.000;0.006;1;0.000;0.000;0.000;0.000;0
Maquina de Cae;0.500;0.333;0.400;0.035;1;0.500;0.333;0.400;0.035;1
test gv;1.000;1.000;1.000;0.031;1;1.000;1.000;1.000;0.031;1
E-Shop, magister2014;0.500;0.111;0.182;0.018;1;0.500;0.111;0.182;0.018;1
E-shop;0.632;0.414;0.500;0.014;1;0.632;0.414;0.500;0.014;1
UPL;0.875;0.778;0.824;0.009;1;0.875;0.778;0.824;0.009;1
Hello World;0.435;0.286;0.345;0.034;1;0.435;0.286;0.345;0.034;1
Weather Station;0.500;0.091;0.154;0.021;1;0.500;0.091;0.154;0.021;1
LXEP;0.000;0.000;0.000;0.002;1;0.000;0.000;0.000;0.000;0
Xor Example;0.000;0.000;0.000;0.020;1;0.000;0.000;0.000;0.000;0
Implementacion;0.000;0.000;0.000;0.003;1;0.000;0.000;0.000;0.000;0
ordem;0.750;0.214;0.333;0.027;1;0.750;0.214;0.333;0.027;1
ID;1.000;1.000;1.000;0.000;1;1.000;1.000;1.000;0.000;1
Observatorio;0.000;0.000;0.000;0.004;1;0.000;0.000;0.000;0.000;0
eshop;1.000;0.444;0.615;0.009;1;1.000;0.444;0.615;0.009;1
AA;0.600;0.750;0.667;0.016;1;0.600;0.750;0.667;0.016;1
E-SHOP;0.800;1.000;0.889;0.008;1;0.800;1.000;0.889;0.008;1
Example Product Line Course Using SPLOT;0.500;0.071;0.125;0.014;1;0.500;0.071;0.125;0.014;1
AvionFEatures;0.750;0.750;0.750;0.012;1;0.750;0.750;0.750;0.012;1
search engine;0.000;0.000;0.000;0.008;1;0.000;0.000;0.000;0.000;0
NovoSiga;0.000;0.000;0.000;0.010;1;0.000;0.000;0.000;0.010;1
Disenio;0.000;0.000;0.000;0.004;1;0.000;0.000;0.000;0.000;0
CIMS PL;1.000;1.000;1.000;0.001;1;1.000;1.000;1.000;0.001;1
testing;1.000;1.000;1.000;0.125;1;1.000;1.000;1.000;0.125;1
Address Book;1.000;1.000;1.000;0.018;1;1.000;1.000;1.000;0.018;1
VODPlayer;0.568;0.438;0.494;0.047;1;0.568;0.438;0.494;0.047;1
isolation;1.000;1.000;1.000;0.003;1;1.000;1.000;1.000;0.003;1
Jogo;1.000;1.000;1.000;0.001;2;1.000;1.000;1.000;0.001;2
desordem;0.750;0.214;0.333;0.027;1;0.750;0.214;0.333;0.027;1
1;1.000;1.000;1.000;0.007;1;1.000;1.000;1.000;0.007;1
Mobile Phone GF;0.667;0.286;0.400;0.014;1;0.667;0.286;0.400;0.014;1
rtrt;1.000;1.000;1.000;0.020;1;1.000;1.000;1.000;0.020;1
Sylvain Example;0.500;0.195;0.281;0.004;2;0.500;0.195;0.281;0.004;2
MK Andes;1.000;1.000;1.000;0.004;1;1.000;1.000;1.000;0.004;1
Computer Selection;1.000;1.000;1.000;0.002;1;1.000;1.000;1.000;0.002;1
HandlingSystem;1.000;1.000;1.000;0.000;1;1.000;1.000;1.000;0.000;1
Modelo;0.000;0.000;0.000;0.004;1;0.000;0.000;0.000;0.000;0
