CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
PART;0.440;0.357;0.381;0.004;1023;0.953;0.773;0.824;0.006;473
JRip;0.634;0.473;0.508;0.004;1023;0.951;0.710;0.762;0.006;682
Logistic;0.441;0.318;0.345;0.004;1023;0.860;0.620;0.673;0.006;524


VALIDITY RATIO;(F)
min;0.000061
avg;0.004365
max;0.042969

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.505;0.383;0.411;0.004;3069;0.923;0.700;0.752;0.006;1679

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
RE Process;1.000;1.000;1.000;0.000;33;1.000;1.000;1.000;0.000;33
teste;0.000;0.000;0.000;0.001;33;0.000;0.000;0.000;0.000;0
Visit Indonesia Apps;0.227;0.111;0.145;0.010;33;0.682;0.333;0.436;0.010;11
Smart Queue;1.000;1.000;1.000;0.000;33;1.000;1.000;1.000;0.000;33
Cell-Phone-SPL-2014-Part2;0.885;0.167;0.246;0.004;33;0.885;0.167;0.246;0.004;33
BSS_CS5702_G3;1.000;1.000;1.000;0.000;33;1.000;1.000;1.000;0.000;33
Phone sple;0.924;0.716;0.712;0.026;33;0.924;0.716;0.712;0.026;33
Final model;0.797;0.485;0.574;0.003;33;0.797;0.485;0.574;0.003;33
MobilePhone;0.333;0.083;0.133;0.002;33;1.000;0.250;0.400;0.002;11
FM with optional XOR;0.950;0.825;0.866;0.005;33;0.950;0.825;0.866;0.005;33
pruebapalabras;0.601;0.375;0.445;0.004;33;0.902;0.563;0.668;0.004;22
MoviesApp PL;0.333;0.111;0.167;0.003;33;1.000;0.333;0.500;0.003;11
SmartHome_vConejero_r1;1.000;1.000;1.000;0.001;33;1.000;1.000;1.000;0.001;33
Alarm System;0.318;0.056;0.095;0.005;33;0.955;0.167;0.284;0.005;11
27-5-207 test;0.580;0.455;0.489;0.021;33;0.871;0.682;0.733;0.021;22
LXEP;0.000;0.000;0.000;0.002;33;0.000;0.000;0.000;0.000;0
video on demand;0.333;0.333;0.333;0.002;33;1.000;1.000;1.000;0.002;11
Video On Demand SPL FM;0.288;0.188;0.226;0.002;33;0.864;0.563;0.678;0.002;11
Test;0.000;0.000;0.000;0.003;33;0.000;0.000;0.000;0.000;0
mon model;0.295;0.042;0.073;0.006;33;0.886;0.125;0.219;0.006;11
Xor Example;0.333;0.333;0.333;0.020;33;1.000;1.000;1.000;0.020;11
Implementacion;0.000;0.000;0.000;0.003;33;0.000;0.000;0.000;0.000;0
CFDP Library;0.948;0.847;0.887;0.039;33;0.948;0.847;0.887;0.039;33
Xor Example 2;1.000;0.778;0.833;0.035;33;1.000;0.778;0.833;0.035;33
Text Editor;0.848;0.485;0.584;0.003;33;0.848;0.485;0.584;0.003;33
ID;0.333;0.333;0.333;0.000;33;1.000;1.000;1.000;0.000;11
Observatorio;0.000;0.000;0.000;0.004;33;0.000;0.000;0.000;0.000;0
Cell-Phone-SPL-2014-Mined;0.551;0.204;0.265;0.004;33;0.826;0.306;0.398;0.004;22
KIModel;0.977;0.833;0.883;0.001;33;0.977;0.833;0.883;0.001;33
XOR NEW;0.973;0.879;0.917;0.043;33;0.973;0.879;0.917;0.043;33
Eleição de um prefeito e um vereador;0.000;0.000;0.000;0.001;33;0.000;0.000;0.000;0.000;0
Disenio;0.333;0.167;0.222;0.004;33;1.000;0.500;0.667;0.004;11
CIMS PL;0.333;0.333;0.333;0.001;33;1.000;1.000;1.000;0.001;11
Mobile media v4;0.333;0.167;0.222;0.000;33;1.000;0.500;0.667;0.000;11
Rotation1;1.000;0.867;0.917;0.005;33;1.000;0.867;0.917;0.005;33
Online shopping software;0.000;0.000;0.000;0.000;33;0.000;0.000;0.000;0.000;0
TW SPL Hard Choices;1.000;1.000;1.000;0.001;33;1.000;1.000;1.000;0.001;33
Mobile Media v3;1.000;1.000;1.000;0.001;33;1.000;1.000;1.000;0.001;33
Jogo;1.000;1.000;1.000;0.000;33;1.000;1.000;1.000;0.000;33
drupal sawsen;1.000;1.000;1.000;0.008;33;1.000;1.000;1.000;0.008;33
Urna Gleidson;0.868;0.926;0.885;0.001;33;0.868;0.926;0.885;0.001;33
Basic Car;0.924;0.979;0.948;0.008;33;0.924;0.979;0.948;0.008;33
SPL Studies;0.590;0.289;0.341;0.005;33;0.885;0.433;0.511;0.005;22
Sylvain Example;0.782;0.508;0.590;0.004;66;0.782;0.508;0.590;0.004;66
HandlingSystem;0.333;0.333;0.333;0.000;33;1.000;1.000;1.000;0.000;11
Modelo;0.333;0.167;0.222;0.004;33;1.000;0.500;0.667;0.004;11
Linha de produtos - SimulES e PnP;0.624;0.275;0.381;0.009;33;0.711;0.313;0.434;0.009;29
Video On Demand FM;0.258;0.188;0.217;0.002;33;0.773;0.563;0.650;0.002;11
PhysEval;0.972;0.753;0.809;0.003;33;0.972;0.753;0.809;0.003;33
Pruebas;0.333;0.095;0.148;0.002;33;1.000;0.286;0.444;0.002;11
catalogo;0.242;0.111;0.148;0.000;33;0.727;0.333;0.445;0.000;11
Mobile Phone, until relase 5;1.000;1.000;1.000;0.001;33;1.000;1.000;1.000;0.001;33
JPlug;0.293;0.167;0.212;0.005;33;0.879;0.500;0.636;0.005;11
MarketPlace-Sample;1.000;0.556;0.700;0.000;33;1.000;0.556;0.700;0.000;33
Mobile Media;0.333;0.069;0.114;0.002;66;1.000;0.208;0.343;0.003;22
Clinica Medica;0.831;0.806;0.780;0.001;33;0.831;0.806;0.780;0.001;33
FM1;0.333;0.333;0.333;0.000;33;1.000;1.000;1.000;0.000;11
Mobile Media JULIO;0.958;0.889;0.918;0.001;33;0.958;0.889;0.918;0.001;33
Mobile Phone Software;0.551;0.231;0.324;0.003;33;0.826;0.346;0.485;0.003;22
Analisis;0.000;0.000;0.000;0.001;33;0.000;0.000;0.000;0.000;0
LeSE - Learning Software Engineering;0.333;0.056;0.095;0.001;33;1.000;0.167;0.286;0.001;11
Carro Model;0.303;0.111;0.162;0.002;33;0.909;0.333;0.487;0.002;11
cell phones SPL;0.621;0.250;0.355;0.002;33;0.932;0.375;0.533;0.002;22
NCV_Simulation;0.000;0.000;0.000;0.002;33;0.000;0.000;0.000;0.000;0
matrices;0.000;0.000;0.000;0.001;33;0.000;0.000;0.000;0.000;0
CarExample;0.000;0.000;0.000;0.001;33;0.000;0.000;0.000;0.000;0
Smart-phone;0.333;0.333;0.333;0.000;33;1.000;1.000;1.000;0.000;11
Eval_board;0.000;0.000;0.000;0.002;33;0.000;0.000;0.000;0.000;0
Cell-Phone-SPL-2014;0.333;0.083;0.133;0.002;33;1.000;0.250;0.400;0.002;11
Parking lot Manager;0.000;0.000;0.000;0.002;33;0.000;0.000;0.000;0.000;0
Tripeo;0.939;1.000;0.965;0.001;33;0.939;1.000;0.965;0.001;33
Wewq;0.333;0.333;0.333;0.000;33;1.000;1.000;1.000;0.000;11
Telecommunication_System;0.295;0.056;0.093;0.004;33;0.886;0.167;0.280;0.004;11
James;0.488;0.373;0.375;0.004;33;0.732;0.559;0.563;0.004;22
