CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LWL;0.000;0.000;0.000;0.004;22;0.000;0.000;0.000;0.000;0
SVM_RBF[5.0];0.500;0.500;0.500;0.004;22;0.733;0.733;0.733;0.005;15
IBk;1.000;1.000;1.000;0.004;22;1.000;1.000;1.000;0.004;22
KStar;0.000;0.000;0.000;0.004;22;0.000;0.000;0.000;0.000;0
SVM_Puk[1.0, 0.1];1.000;1.000;1.000;0.004;22;1.000;1.000;1.000;0.004;22


VALIDITY RATIO;(F)
min;0.002686
avg;0.004272
max;0.005859

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.500;0.500;0.500;0.004;110;0.932;0.932;0.932;0.004;59

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
mon model;0.600;0.600;0.600;0.006;55;1.000;1.000;1.000;0.006;33
Text Editor;0.400;0.400;0.400;0.003;55;0.846;0.846;0.846;0.003;26
