CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.227;0.153;0.163;0.004;319;0.942;0.635;0.676;0.009;77
HoeffdingTree;0.032;0.074;0.040;0.004;319;0.061;0.141;0.077;0.006;167
SVM_Poly[3,2.0,0.5];0.221;0.100;0.115;0.004;319;0.392;0.178;0.204;0.005;180
REPTree;0.260;0.188;0.208;0.004;319;0.944;0.680;0.755;0.008;88
RandomForest;1.000;1.000;1.000;0.004;319;1.000;1.000;1.000;0.004;319
StochasticGradientDescend;0.017;0.031;0.022;0.004;319;0.483;0.909;0.630;0.039;11
RandomCommittee;0.765;0.642;0.664;0.004;319;0.924;0.776;0.802;0.004;264
NaiveBayesUpdateable;0.034;0.008;0.013;0.004;319;1.000;0.235;0.381;0.039;11
MultilayerPerceptron[a];0.862;0.808;0.829;0.004;319;1.000;0.937;0.962;0.004;275
J48;0.034;0.034;0.034;0.004;319;1.000;0.997;0.998;0.039;11


VALIDITY RATIO;(F)
min;0.000122
avg;0.003603
max;0.038940

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.345;0.304;0.309;0.004;3190;0.785;0.691;0.702;0.006;1403

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
teste;0.286;0.250;0.263;0.001;110;0.808;0.705;0.742;0.001;39
MarketPlace-Sample;0.300;0.300;0.300;0.000;110;0.943;0.943;0.943;0.000;35
Visit Indonesia Apps;0.553;0.410;0.401;0.010;110;0.790;0.585;0.573;0.010;77
Smart Queue;0.400;0.400;0.400;0.000;110;0.957;0.957;0.957;0.000;46
Cell-Phone-SPL-2014-Part2;0.386;0.313;0.336;0.004;110;0.785;0.638;0.685;0.004;54
Mobile Media;0.390;0.242;0.287;0.003;110;0.857;0.532;0.630;0.003;50
FM1;0.200;0.200;0.200;0.000;110;0.957;0.957;0.957;0.000;23
MobilePhone;0.353;0.313;0.320;0.002;110;0.777;0.688;0.704;0.002;50
Analisis;0.305;0.225;0.233;0.001;110;0.644;0.476;0.493;0.001;52
MoviesApp PL;0.300;0.300;0.300;0.003;110;0.786;0.786;0.786;0.003;42
Alarm System;0.282;0.229;0.242;0.005;110;0.705;0.571;0.604;0.005;44
Video On Demand SPL FM;0.300;0.300;0.300;0.002;110;0.702;0.702;0.702;0.002;47
cell phones SPL;0.300;0.281;0.290;0.002;110;0.750;0.703;0.724;0.002;44
NCV_Simulation;0.279;0.267;0.267;0.002;110;0.697;0.667;0.667;0.002;44
CFDP Library;0.851;0.788;0.755;0.039;110;0.851;0.788;0.755;0.039;110
Cell-Phone-SPL-2014-Mined;0.339;0.255;0.276;0.004;110;0.747;0.561;0.606;0.004;50
KIModel;0.488;0.500;0.493;0.001;110;0.790;0.809;0.797;0.001;68
Cell-Phone-SPL-2014;0.330;0.313;0.317;0.002;110;0.740;0.702;0.712;0.002;49
Parking lot Manager;0.271;0.225;0.237;0.002;110;0.678;0.563;0.591;0.002;44
Tripeo;0.500;0.500;0.500;0.001;110;0.821;0.821;0.821;0.001;67
Wewq;0.200;0.200;0.200;0.000;110;0.880;0.880;0.880;0.000;25
LMF;0.300;0.300;0.300;0.000;110;0.717;0.717;0.717;0.000;46
Priscilinha;0.100;0.100;0.100;0.000;110;0.733;0.733;0.733;0.000;15
Online shopping software;0.182;0.200;0.188;0.000;110;0.870;0.957;0.901;0.000;23
SPL Studies;0.458;0.236;0.278;0.005;110;0.763;0.393;0.463;0.005;66
MoviesApp;0.563;0.369;0.377;0.007;110;0.805;0.526;0.539;0.007;77
Video On Demand FM;0.300;0.300;0.300;0.002;110;0.717;0.717;0.717;0.002;46
Movie System;0.300;0.300;0.300;0.003;110;0.846;0.846;0.846;0.003;39
MPES2016-2.Reuso2;0.200;0.200;0.200;0.001;110;0.710;0.710;0.710;0.001;31
