CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.308;0.264;0.277;0.002;143;1.000;0.857;0.900;0.002;44
HoeffdingTree;0.000;0.000;0.000;0.002;143;0.000;0.000;0.000;0.003;97
SVM_Poly[3,2.0,0.5];0.083;0.081;0.081;0.002;143;0.084;0.081;0.082;0.002;142
REPTree;0.284;0.173;0.201;0.002;143;0.922;0.561;0.654;0.003;44
RandomForest;1.000;1.000;1.000;0.002;143;1.000;1.000;1.000;0.002;143
StochasticGradientDescend;0.000;0.000;0.000;0.002;143;0.000;0.000;0.000;0.000;0
RandomCommittee;0.873;0.849;0.844;0.002;143;0.946;0.920;0.915;0.002;132
NaiveBayesUpdateable;0.000;0.000;0.000;0.002;143;0.000;0.000;0.000;0.000;0
MultilayerPerceptron[a];0.923;0.846;0.873;0.002;143;1.000;0.917;0.946;0.003;132
J48;0.072;0.055;0.062;0.002;143;0.938;0.714;0.811;0.005;11


VALIDITY RATIO;(F)
min;0.000244
avg;0.002329
max;0.005859

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.354;0.327;0.334;0.002;1430;0.680;0.627;0.641;0.002;745

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Telecommunication_System;0.460;0.378;0.398;0.004;110;0.766;0.630;0.664;0.004;66
rotation;0.300;0.300;0.300;0.001;110;0.750;0.750;0.750;0.001;44
FeatureModelName;0.250;0.300;0.267;0.002;110;0.500;0.600;0.533;0.002;55
TW SPL Hard Choices;0.500;0.500;0.500;0.001;110;0.833;0.833;0.833;0.001;66
Final model;0.300;0.300;0.300;0.003;110;0.600;0.600;0.600;0.003;55
Jogo;0.400;0.400;0.400;0.000;110;0.800;0.800;0.800;0.000;55
FM with optional XOR;0.595;0.538;0.563;0.005;110;0.753;0.680;0.712;0.005;87
Sylvain Example;0.400;0.336;0.353;0.003;110;0.667;0.561;0.589;0.003;66
mon model;0.200;0.200;0.200;0.006;110;0.500;0.500;0.500;0.006;44
Pruebas;0.400;0.229;0.280;0.002;110;0.688;0.393;0.481;0.002;64
Text Editor;0.300;0.300;0.300;0.003;110;0.600;0.600;0.600;0.003;55
E-commerce system1;0.300;0.267;0.280;0.001;110;0.600;0.533;0.560;0.001;55
ID;0.200;0.200;0.200;0.000;110;0.667;0.667;0.667;0.000;33
